Straße,Hausnummer,Postleitzahl,Ort,Bundesland,latitude,longitude,commissioning_date
Monestraße,0,76669,Bad Schönborn,Baden-Württemberg,49.22048,8.65929,2016
Mühlbacher Straße Busbahnhof,0,97616,Bad Neustadt,Bayern,50.319729,10.216242,2016
Posthof,0,85072,Eichstätt,Bayern,48.892076,11.185521,2016
Residenzplatz,1,85072,Eichstätt,Bayern,48.891904,11.182631,2016
Pedettistraße,0,85072,Eichstätt,Bayern,48.893554,11.185446,2016
Bornknechtstraße,5,6108,Halle (Saale),Sachsen-Anhalt,51.48047,11.96446,2016
Mecklenhorster Str.,13,31535,Neustadt a. Rbge.,Niedersachsen,,,2016
Große Straße,1,27356,Rotenburg a.d. Wümme,Niedersachsen,53.109421,9.400454,2016
Glanzstr.,3,12437,Berlin,Berlin,52.467513,13.490609,2016
Klosterstraße,20,31737,Rinteln,Niedersachsen,,,2016
Bernecker Str.,27,95502,Himmelkron,Bayern,50.05907,11.60612,2016
Marktplatz,9,95509,Marktschorgast,Bayern,50.095838,11.655227,2016
Sandstraße,0,34212,Melsungen,Hessen,51.13304,9.54478,2016
Süderstraße,20,27374,Visselhövede,Niedersachsen,52.983763,9.580837,2016
Schweinfurter Str.,5-9,97616,Bad Neustadt,Bayern,,,2016
Am Biopark,13,93053,Regensburg,Bayern,48.995689,12.098564,2016
Franz-Peter-Siegel-Straße,0,76669,Bad Schönborn,Baden-Württemberg,49.20145,8.65283,2016
Justus-Liebig-Straße,8,76684,Östringen,Baden-Württemberg,49.215444,8.69608,2016
Am Kirchberg,19,76684,Östringen,Baden-Württemberg,49.219382,8.710456,2016
Am Kirchberg,19,76684,Östringen,Baden-Württemberg,49.21926,8.71035,2016
Bundesstraße,35,20146,Hamburg,Hamburg,53.566112,9.978813,2016
Justus-Liebig-Straße,8,76684,Östringen,Baden-Württemberg,49.215444,8.69608,2016
Lußhardtstraße,12,76689,Karlsdorf-Neuthard,Baden-Württemberg,49.147424,8.547105,2016
Kirchstraße,37,76689,Karlsdorf-Neuthard,Baden-Württemberg,49.127795,8.520969,2016
Ernst-Kuzorra-Weg,1,45891,Gelsenkirchen,Nordrhein-Westfalen,51.5592,7.0632,2016
Marktring,1,49191,Belm,Niedersachsen,52.303151,8.125598,2016
Eichendorffstraße,13,93093,Regensburg,Bayern,49.028264,12.206315,2016
Am Marienplatz,3,21335,Lüneburg,Niedersachsen,,,2016
Am Marienplatz,0,21335,Lüneburg,Niedersachsen,,,2016
Bahnhofstraße,0,76669,Bad Schönborn-Mingolsheim,Baden-Württemberg,49.219549,8.647401,2016
Franz-Peter-Sigel-Straße,0,76669,Bad Schönborn-Langenbrücken,Baden-Württemberg,49.201504,8.653505,2016
Bahnhofstr.,0,76669,Bad Schönborn,Baden-Württemberg,49.219549,8.647401,2016
Fritz-Schupp-Straße,7,45899,Gelsenkirchen,Nordrhein-Westfalen,51.5284,7.0309,2016
Wilhelmstraße,0,76703,Kraichtal-Gochsheim,Baden-Württemberg,49.105982,8.745112,2016
Berthold-Bott-Straße,0,76703,Kraichtal-Gochsheim,Baden-Württemberg,49.109589,8.743333,2016
Messerschmittstraße,71,93049,Regensburg,Bayern,49.024752,12.056915,2016
Bolzstr.,0,70173,Stuttgart,Baden-Württemberg,48.779696,9.17878,2016
Autobahnraststätte Bruchsal Ost,0,76694,Forst,Baden-Württemberg,49.162905,8.570877,2016
Jahnstraße,13,76709,Kronau,Baden-Württemberg,49.219707,8.636376,2016
Reinhold-Würth-Straße,17,74360,Ilsfeld,Baden-Württemberg,49.066648,9.269067,2016
Prof.-Max-Lange-Platz,1,83646,Bad Tölz,Bayern,,,2016
Bockschützstr.,14,83646,Bad Tölz,Bayern,,,2016
Josefstraße,5,51789,Lindlar,Nordrhein-Westfalen,51.020428,7.32117,2016
Gabelsberger Str.,0,90762,Fürth,Bayern,49.470331,10.993838,2016
Güterstraße,1,54329,Konz,Rheinland-Pfalz,49.69605,6.575083,2016
Abbestraße,8,37327,Leinefelde-Worbis,Thüringen,51.389278,10.3395,2016
Horster Straße,119,45897,Gelsenkirchen,Nordrhein-Westfalen,51.5687,7.0465,2016
Finkenweg,2,49196,Bad Laer,Niedersachsen,,,2016
Raststätte Lipperland Süd,0,33719,Bielefeld,Nordrhein-Westfalen,,,2016
Kulmbacher Str.,2,95352,Marktleugast,Bayern,50.169991,11.633609,2016
Konrad-Adenauer-Straße,2,95326,Kulmbach,Bayern,50.103394,11.442161,2016
Unter den Linden,1,23909,Ratzeburg,Schleswig-Holstein,53.699647,10.770292,2016
Oldesloer Straße,1,23919,Berkenthin,Schleswig-Holstein,53.734064,10.643445,2016
Gneisenaustraße,1,20146,Hamburg,Hamburg,53.577105,9.970213,2016
Reinhold-Würth-Straße,17,74360,Ilsfeld,Baden-Württemberg,49.066668,9.269167,2016
Stegemannsweg,46,45897,Gelsenkirchen,Nordrhein-Westfalen,51.5638,7.0261,2016
Hambrücker Straße,52,76694,Forst,Baden-Württemberg,49.153369,8.579444,2016
Werner-von-Siemens-Straße,14,76694,Forst,Baden-Württemberg,49.155958,8.577806,2016
Weiherer Straße,1,76694,Forst,Baden-Württemberg,49.153004,8.58707,2016
Zum Grenzgraben,28,76698,Ubstadt-Weiher,Baden-Württemberg,49.172467,8.624206,2016
Bruchsaler Straße,1-3,76698,Ubstadt-Weiher,Baden-Württemberg,49.158327,8.63048,2016
Unterdorfstraße,39,76698,Ubstadt-Weiher,Baden-Württemberg,49.176728,8.673517,2016
Kirchplatz,0,76698,Ubstadt-Weiher,Baden-Württemberg,49.178772,8.622183,2016
Robert-Mayer-Straße,19,74360,Ilsfeld,Baden-Württemberg,49.057927,9.261101,2016
Adolf Kolping Straße,176,67433,Neustadt an der Weinstraße,Rheinland-Pfalz,49.340611,8.161389,2016
Julius Platz,0,67433,Neustadt an der Weinstraße,Rheinland-Pfalz,49.353333,8.135,2016
Rathausstraße,0,76703,Kraichtal-Münzesheim,Baden-Württemberg,49.125062,8.715917,2016
Rathausstraße,0,76703,Kraichtal-Münzesheim,Baden-Württemberg,49.12502,8.715892,2016
Friedrichsplatz,0,76703,Kraichtal-Unteröwisheim,Baden-Württemberg,49.143217,8.66888,2016
Rathausstraße,0,76703,Kraichtal,Baden-Württemberg,49.12502,8.715892,2016
Rathausstraße,1,76703,Kraichtal,Baden-Württemberg,49.125062,8.715917,2016
Rathausstraße,0,76706,Dettenheim-Liedolsheim,Baden-Württemberg,49.161668,8.418081,2016
Am Hambiegel,17,76706,Dettenheim-Liedolsheim,Baden-Württemberg,49.158815,8.410095,2016
Rathausstraße,1,76706,Dettenheim,Baden-Württemberg,49.161668,8.418081,2016
Hauptstraße,108,76707,Hambrücken,Baden-Württemberg,49.18603,8.545773,2016
Kriegsstraße,41-43,76707,Hambrücken,Baden-Württemberg,49.188604,8.53884,2016
Kirrlacher Straße,7,76709,Kronau,Baden-Württemberg,49.219392,8.634428,2016
Jahnstraße,0,76709,Kronau,Baden-Württemberg,49.219623,8.636454,2016
Regensburger Straße,10,93128,Regenstauf,Bayern,49.121782,12.127107,2016
Austraße,0,79713,Bad Säckingen,Baden-Württemberg,47.548968,7.946953,2016
Autobahnraststätte Jagsttal West,0,74259,Widdern,Baden-Württemberg,49.324102,9.412272,2016
D.-Martin-Luther-Straße,12,93047,Regensburg,Bayern,49.015552,12.101594,2016
Karl-Liebknecht Straße,52,4275,Leipzig,Sachsen,51.324596,12.373396,2016
Bahnhofstr.,18,26810,Westoverledingen,Niedersachsen,53.16611,7.45174,2016
gegenüber Getränke Uhl,0,97346,Iphofen,Bayern,49.70092,10.260296,2016
Kurt-Schumacher Straße,6,4103,Leipzig,Sachsen,51.344799,12.379215,2016
Wehratalstrasse,19,79682,Todtmoos,Baden-Württemberg,47.734916,8.001885,2016
Wasserburger Str.,52,83395,Freilassing,Bayern,47.843709,12.95381,2016
Schubackstraße,4,20251,Hamburg,Hamburg,53.596439,9.987231,2016
Am Binnenhafen,1,25813,Husum,Schleswig-Holstein,54.474693,9.050272,2016
Bockschützstr.,14,83646,Bad Tölz,Bayern,47.757913,11.556176,2016
Prof.-Max-Lange-Platz,1,83646,Bad Tölz,Bayern,47.757812,11.581812,2016
Heinrich-Barth-Straße,18,20146,Hamburg,Hamburg,53.57139,9.98122,2016
Bahnhofstraße,5,87700,Memmingen,Bayern,47.98312,10.18629,2016
Bahnhofstraße,5,87700,Memmingen,Bayern,47.98312,10.18629,2016
Blaubeurer Straße,10,89077,Ulm,Baden-Württemberg,48.403593,9.976054,2016
Talweg,25,74254,Offenau,Baden-Württemberg,49.239,9.168,2016
Autobahnraststätte Jagsttal Ost,0,74259,Widdern,Baden-Württemberg,49.323082,9.415751,2016
Brink,37 a,48653,Coesfeld,Nordrhein-Westfalen,51.976114,7.158745,2016
Äußere Nürnberger Straße,62,91301,Forchheim,Bayern,49.704521,11.060272,2016
An der Stadthalle,1,53840,Troisdorf,Nordrhein-Westfalen,50.818922,7.147213,2016
Stader Straße,999,21614,Buxtehude,Niedersachsen,53.470181,9.688189,2016
Blaubeurer Straße,10,89077,Ulm,Baden-Württemberg,48.403593,9.976054,2016
Marktplatz,1,74336,Brackenheim,Baden-Württemberg,49.078857,9.065467,2016
Arthur-Kratzsch-Str.,6,66386,St. Ingbert,Saarland,49.286952,7.131401,2016
Hebestraße,14,63065,Offenbach am Main,Hessen,,,2016
Autobahnraststätte Wunnenstein West,0,74360,Ilsfeld,Baden-Württemberg,49.043998,9.261927,2016
Autobahnraststätte Wunnenstein West,0,74360,Ilsfeld,Baden-Württemberg,49.04406,9.261997,2016
Autobahnraststätte Wunnenstein Ost,0,74360,Ilsfeld,Baden-Württemberg,49.045633,9.265882,2016
Autobahnraststätte Wunnenstein Ost,0,74360,Ilsfeld,Baden-Württemberg,49.045691,9.265929,2016
Boelckestrasse,78,55252,Mainz-Kastel,Hessen,50.02203,8.28969,2016
Klaus-Conrad-Straße,2A,92533,Wernberg-Köblitz,Bayern,49.532213,12.1353,2016
Raststätte Donautal West,0,94036,Passau,Bayern,,,2016
Wilhelmshöher Allee,288,34131,Kassel,Hessen,51.313952,9.440428,2016
Bertha-von-Suttner-Straße,21,34131,Kassel,Hessen,51.312282,9.44531,2016
Frankfurter Str.,299,34134,Kassel,Hessen,51.283132,9.468359,2016
Teufelstal Nord,0,7646,Bollberg,Thüringen,50.877326,11.808342,2016
Regensburger Straße,0,93083,Obertraubling,Bayern,48.968136,12.164827,2016
Zum Helfenstein,0,97753,Karlstadt,Bayern,49.962222,9.768889,2016
Bertha von Suttner Platz,8,53111,Bonn,Nordrhein-Westfalen,50.737311,7.102781,2016
Burgallee,1,53840,Troisdorf,Nordrhein-Westfalen,50.816759,7.0948,2016
Poststr.,70,53840,Troisdorf,Nordrhein-Westfalen,50.81536,7.147422,2016
Aggerdamm,22,53840,Troisdorf,Nordrhein-Westfalen,50.808525,7.174918,2016
Rathausstr.,28,69250,Schönau,Baden-Württemberg,49.43618,8.80995,2016
Bambergerstraße,6,91301,Forchheim,Bayern,49.72159,11.05982,2016
Bambergerstraße,6,91301,Forchheim,Bayern,49.72159,11.05982,2016
Homburgerstraße,7,51674,Wiehl,Nordrhein-Westfalen,50.947195,7.54941,2016
Schlosspark,8,34131,Kassel,Hessen,51.317824,9.415564,2016
Wilhelmshöher Allee,48,34119,Kassel,Hessen,51.312105,9.476894,2016
Alexander-Fleming-Straße,2,51643,Gummersbach,Nordrhein-Westfalen,51.013613,7.565015,2016
Martinistr.,52,20251,Hamburg,Hamburg,53.590848,9.981221,2016
Martinistraße,72,20251,Hamburg,Hamburg,53.588203,9.973277,2016
Heilwigstraße,2,20249,Hamburg,Hamburg,53.580799,9.996298,2016
Konopkastraße,4,21614,Buxtehude,Niedersachsen,53.476069,9.694389,2016
Autobahnraststätte Sindelfinger Wald Süd,0,71069,Sindelfingen,Baden-Württemberg,48.741553,9.03325,2016
Kuhberg,35-37,24534,Neumünster,Schleswig-Holstein,54.074616,9.983625,2016
Bismarckstraße,51,24534,Neumünster,Schleswig-Holstein,54.082004,9.988571,2016
Hansaring,177,24534,Neumünster,Schleswig-Holstein,54.081393,9.960912,2016
Malgartener Str.,49,49565,Bramsche,Niedersachsen,52.414292,7.99364,2016
Gantenstr.,8,48565,Steinfurt,Nordrhein-Westfalen,52.121157,7.391929,2016
Baumgarten,15,48565,Steinfurt,Nordrhein-Westfalen,52.144441,7.336532,2016
Kammersteiner Land Nord,0,91126,Schwabach,Bayern,,,2016
Emmeramsplatz,10,93047,Regensburg,Bayern,49.016462,12.093274,2016
Schlanderser Straße,1,51674,Wiehl,Nordrhein-Westfalen,50.963576,7.503099,2016
Königstor,13,34117,Kassel,Hessen,51.312799,9.486471,2016
Aurach Nord,0,91056,Erlangen,Bayern,49.580101,10.930265,2016
Aurach Süd,0,91056,Erlangen,Bayern,49.580281,10.927852,2016
Henkestraße,7,91056,Erlangen,Bayern,49.5948,11.00639,2016
Vossberg,1,48619,Heek,Nordrhein-Westfalen,52.12387,7.10246,2016
Steinmüllerallee,5,51643,Gummersbach,Nordrhein-Westfalen,51.02392,7.565635,2016
Genthiner Str.,8,45711,Datteln,Nordrhein-Westfalen,51.6564,7.347669,2016
Wiemelfeldstr.,48,48565,Steinfurt,Nordrhein-Westfalen,52.118947,7.386881,2016
Emilienstraße,11,20255,Hamburg,Hamburg,53.575611,9.955522,2016
Curschmannstraße,10,20251,Hamburg,Hamburg,53.58576,9.97994,2016
Hauptstr.,16,48485,Neuenkirchen,Nordrhein-Westfalen,52.24329,7.37019,2016
Kirchstr.,19,48493,Wettringen,Nordrhein-Westfalen,52.20989,7.32225,2016
Friedrich-Ebert-Straße,160,34119,Kassel,Hessen,51.316204,9.459739,2016
Henschelstraße,15,34127,Kassel,Hessen,51.322051,9.502288,2016
Lichtstraße,1,51645,Gummersbach,Nordrhein-Westfalen,50.982661,7.529776,2016
Ernst-Frenzel-Str.,4,93083,Obertraubling,Bayern,48.975132,12.15854,2016
Hausener Weg,32,37339,Leinefelde-Worbis,Thüringen,51.413739,10.365292,2016
Am Bootshafen,0,24306,Plön,Schleswig-Holstein,54.159089,10.421193,2016
Heimstättenstr.,28,64846,Groß-Zimmern,Hessen,49.877627,8.827504,2016
Münchner Str.,2,85354,Freising,Bayern,48.394556,11.741956,2016
Martinistraße,72,20251,Hamburg,Hamburg,53.58863,9.97506,2016
Adam-Fuchs-Straße,2,97340,Marktbreit,Bayern,49.668602,10.143023,2016
Gertrudenplatz,2,18057,Rostock,Mecklenburg-Vorpommern,54.088158,12.125125,2016
Schützenstr.,10,27232,Sulingen,Niedersachsen,52.68155,8.80496,2016
Frankenburgstr.,7,48431,Rheine,Nordrhein-Westfalen,52.276112,7.428968,2016
Albert-Einstein-Str.,0,48431,Rheine,Nordrhein-Westfalen,52.27444,7.43389,2016
Autobahnraststätte Hardtwald Ost,0,69207,Sandhausen,Baden-Württemberg,49.350934,8.632238,2016
Ravensbergstraße,15,49593,Bersenbrück,Niedersachsen,52.5493,7.956,2016
Kulmbacher Str.,0,7318,Saalfeld,Thüringen,50.649907,11.373572,2016
Entenanger,9,34117,Kassel,Hessen,51.31531,9.500679,2016
Ob. Karlsstraße,14,34117,Kassel,Hessen,51.312413,9.494661,2016
Obere Königsstraße,14,34117,Kassel,Hessen,51.312413,9.494661,2016
Hanns-Martin-Schleyer-Straße,2,71063,Sindelfingen,Baden-Württemberg,48.702474,9.007019,2016
Friedrich-Huth,29,21698,Harsefeld,Niedersachsen,53.449459,9.49414,2016
Pinneberger Weg,2,20257,Hamburg,Hamburg,53.56998,9.94895,2016
Von der Tann Straße,9,20259,Hamburg,Hamburg,53.571906,9.96071,2016
Bellealliancestraße,40,20259,Hamburg,Hamburg,53.568036,9.960359,2016
Raststätte Höhenrain Ost ,0,82335,Berg (Starnberger See),Bayern,,,2016
Karl-Nieraad-Str.,1,26316,Varel,Niedersachsen,53.393961,8.137508,2016
Edo-Wiemken-Str.,61,26316,Varel/Dangast,Niedersachsen,53.450603,8.118949,2016
Raststätte Lennhof West,0,58099,Hagen,Nordrhein-Westfalen,,,2016
Raststätte Eichsfeld Süd,0,37339,Kirchworbis,Thüringen,,,2016
Hauptstraße,9,91336,Heroldsbach,Bayern,49.692019,11.00026,2016
Albrecht Dürer Straße,0,9366,Stollberg,Sachsen,50.7136,12.7679,2016
Stern-Center,1-10,14480,Potsdam,Brandenburg,52.37081,13.13428,2016
Hauptstr.,20,69151,Neckargemünd,Baden-Württemberg,49.392988,8.800113,2016
Sandufer,2,48282,Emsdetten,Nordrhein-Westfalen,52.17384,7.52717,2016
Philipp-Reis-Straße,2,37339,Heilbad Heiligenstadt,Thüringen,51.387392,10.163781,2016
Hengeloplatz,9,48282,Emsdetten,Nordrhein-Westfalen,52.17642,7.53113,2016
Am Hoptbühl,2,78048,Villingen-Schwenningen,Baden-Württemberg,48.059722,8.467778,2016
