Straße,Hausnummer,Postleitzahl,Ort,Bundesland,latitude,longitude,commissioning_date
Schloß Hamborn,15,33178,Borchen,Nordrhein-Westfalen,51.662812,8.77273,2018
Raiffeisenstraße,33,33175,Bad Lippspring,Nordrhein-Westfalen,51.779789,8.799848,2018
Im Bruch,5,33175,Bad Lippspringe,Nordrhein-Westfalen,51.780526,8.818417,2018
L 13 15,0,68161,Mannheim,Baden-Württemberg,49.480818,8.46887,2018
Untere Dorfstraße,3,97638,Mellrichstadt,Bayern,,,2018
Waldstr.,44,76351,Linkenheim-Hochstetten,Baden-Württemberg,,,2018
Badener Straße,0,76351,Linkenheim-Hochstetten,Baden-Württemberg,49.1315,8.4211,2018
Am Biegen,0,76351,Linkenheim-Hochstetten,Baden-Württemberg,49.1297,8.4192,2018
Auweg,1,97656,Oberelsbach,Bayern,50.441938,10.120475,2018
In der Gass,14 A,69483,Wald-Michelbach,Hessen,49.571566,8.824574,2018
Im langen Schlage,40,38855,Wernigerode,Sachsen-Anhalt,51.847176,10.781905,2018
Bahnhofstraße,0,84347,Pfarrkirchen,Bayern,48.43069,12.93798,2018
Bahnhofstraße,0,84347,Pfarrkirchen,Bayern,48.42961,12.93689,2018
Eisenacher Straße,50,99094,Erfurt,Thüringen,50.95879,10.948131,2018
Eisenacher Straße,50,99094,Erfurt,Thüringen,50.95879,10.948131,2018
Domplatz,18,33098,Paderborn,Nordrhein-Westfalen,51.718978,8.757367,2018
Friedenstr.,23,93053,Regensburg,Bayern,49.010409,12.100283,2018
Friedenstr.,23,93053,Regensburg,Bayern,49.010409,12.100283,2018
Friedenstr.,23,93053,Regensburg,Bayern,49.010409,12.100283,2018
Am Biopark,15-17,93053,Regensburg,Bayern,48.995343,12.098875,2018
Am Biopark,15-17,93053,Regensburg,Bayern,48.995343,12.098875,2018
Bei den Froschäckern,27,99098,Erfurt,Thüringen,50.977546,11.112097,2018
Gräßlstr.,0,93059,Regensburg,Bayern,49.025848,12.099706,2018
Donaustaufer Str.,118,93059,Regensburg,Bayern,49.028962,12.119927,2018
Altmühlstr.,3,93059,Regensburg,Bayern,49.029982,12.114961,2018
Rother Kuppe,2,97647,Hausen-Roth,Bayern,,,2018
Rother Kuppe,2,97647,Hausen,Bayern,,,2018
Walhalla-Allee,22,93059,Regensburg,Bayern,49.026164,12.132058,2018
Brunnenbreite,7-9,39291,Möser,Sachsen-Anhalt,,,2018
Karl-Rühlemann Platz,1,6295,Lutherstadt Eisleben,Sachsen-Anhalt,,,2018
Bahnhofstr.,18,6308,Klostermansfeld,Sachsen-Anhalt,51.575583,11.494115,2018
Hohenlohe Süd,0,74632,Neuenstein,Baden-Württemberg,49.205379,9.639696,2018
Hohenlohe Süd,0,74632,Neuenstein,Baden-Württemberg,49.205379,9.639696,2018
Hohenlohe Süd,0,74632,Neuenstein,Baden-Württemberg,49.205379,9.639696,2018
Hohenlohe Süd,0,74632,Neuenstein,Baden-Württemberg,49.205379,9.639696,2018
Hohenlohe Nord,0,74632,Neuenstein,Baden-Württemberg,49.207007,9.639273,2018
Zweibrücker Straße,1-4,66440,Blieskastel,Saarland,,,2018
Homburger Straße,20,66440,Blieskastel,Saarland,,,2018
Eberstädter Straße,200,64319,Pfungstadt,Hessen,49.8137,8.619,2018
Eberstädter Straße,200,64319,Pfungstadt,Hessen,49.8137,8.619,2018
Eberstädter Straße,200,64319,Pfungstadt,Hessen,49.8137,8.619,2018
Eberstädter Straße,200,64319,Pfungstadt,Hessen,49.8137,8.619,2018
Eberstädter Str.,200,64319,Pfungstadt,Hessen,49.8137,8.619,2018
Eberstädterstraße,200,64319,Pfungstadt,Hessen,49.8137,8.619,2018
Murgstr.,4,76646,Bruchsal,Baden-Württemberg,49.13713,8.59276,2018
Am Frommen Joseph,3,45136,Essen,Nordrhein-Westfalen,51.432136,7.037169,2018
Artlenburger Landstraße,66,21365,Adendorf,Niedersachsen,,,2018
Weimarische Straße,39a,99099,Erfurt,Thüringen,50.97251,11.049684,2018
Hohenlohe Nord,0,74632,Neuenstein,Baden-Württemberg,49.207007,9.639273,2018
Hohenlohe Nord,0,74632,Neuenstein,Baden-Württemberg,49.207007,9.639273,2018
Hohenlohe Nord,0,74632,Neuenstein,Baden-Württemberg,49.207007,9.639273,2018
Wilfried-Ries-Straße,22,65195,Wiesbaden,Hessen,50.102253,8.191213,2018
An der B417,0,65195,Wiesbaden,Hessen,50.134553,8.220141,2018
Rhodaer Chaussee,12,99094,Erfurt,Thüringen,50.936354,11.012041,2018
Parkplatz Kalberschnacke,0,57489,Drolshagen,Nordrhein-Westfalen,51.070347,7.809837,2018
Parkplatz Brunnenstr.,0,57489,Drolshagen,Nordrhein-Westfalen,51.023986,7.777472,2018
Unterislinger Weg,53,93053,Regensburg,Bayern,48.990871,12.109873,2018
Universitätsstraße,80,93053,Regensburg,Bayern,49.000678,12.093926,2018
Weichser Weg,3,93059,Regensburg,Bayern,49.02634,12.11546,2018
Theodor-Heuss-Straße,0,21337,Lüneburg,Niedersachsen,,,2018
Tartuer Straße,9,21337,Lüneburg,Niedersachsen,,,2018
Ottostr.,22,76227,Karlsruhe,Baden-Württemberg,,,2018
Ottostr.,22,76227,Karlsruhe,Baden-Württemberg,,,2018
Ottostr.,22,76227,Karlsruhe,Baden-Württemberg,48.99729,8.43733,2018
Ottostr.,22,76227,Karlsruhe,Baden-Württemberg,48.99729,8.43733,2018
Carl-Friedrich-Gördeler-Straße,0,21337,Lüneburg,Niedersachsen,,,2018
Maximilianstraße,0,84359,Simbach am Inn,Bayern,48.26613,13.0272,2018
Sangerhäuser Straße,0,6295,Lutherstadt Eisleben,Sachsen-Anhalt,,,2018
Hintere Siebenhitze,0,6295,Lutherstadt Eisleben,Sachsen-Anhalt,,,2018
Landwehr,0,6295,Lutherstadt Eisleben,Sachsen-Anhalt,,,2018
Dorfplatz,0,94137,Bayerbach,Bayern,,,2018
Hans-Moser-Straße,3,84364,Bad Birnbach,Bayern,,,2018
Brüsseler Str.,8,45888,Gelsenkirchen,Nordrhein-Westfalen,51.513741,7.123149,2018
Murgstr.,4,76646,Bruchsal,Baden-Württemberg,,,2018
St. Annental,115,45134,Essen,Nordrhein-Westfalen,,,2018
Pfeilerstraße,0,76646,Bruchsal,Baden-Württemberg,49.123813,8.600682,2018
John-Bopp-Straße,26,76646,Bruchsal,Baden-Württemberg,49.123634,8.597425,2018
Platter Straße,0,65195,Wiesbaden,Hessen,50.096657,8.22073,2018
Louis-Buchelt-Straße,1,65193,Wiesbaden,Hessen,50.101021,8.264153,2018
Nerotal,77,65193,Wiesbaden,Hessen,50.09499,8.227015,2018
Parkplatz P13,0,57462,Olpe,Nordrhein-Westfalen,51.026726,7.841802,2018
Südwall,84,57439,Attendorn,Nordrhein-Westfalen,51.124252,7.90441,2018
In der Stesse,14,57439,Attendorn,Nordrhein-Westfalen,51.122067,7.890588,2018
Parkplatz Mühlenteich,0,57489,Drolshagen,Nordrhein-Westfalen,51.021646,7.777208,2018
Parkplatz vorm Bahnhof Hützemert Radstation,0,57489,Drolshagen,Nordrhein-Westfalen,51.038183,7.751102,2018
Siegenerstr.,99,57482,Wenden,Nordrhein-Westfalen,50.935852,7.899346,2018
Parkplatz Kölner Str.,0,57482,Wenden,Nordrhein-Westfalen,50.953108,7.820249,2018
Parkplatz Rathaus Wenden,0,57482,Wenden,Nordrhein-Westfalen,50.970128,7.872905,2018
Parkplatz Rathaus Wenden,0,57482,Wenden,Nordrhein-Westfalen,50.970128,7.872905,2018
Nerotal,6,65193,Wiesbaden,Hessen,50.091348,8.235888,2018
Rote-Tor-Str.,17,76652,Philippsburg,Baden-Württemberg,49.235267,8.454193,2018
Theodor-Althoff-Straße,41,45133,Essen,Nordrhein-Westfalen,51.414785,6.978748,2018
Theodor-Althoff-Straße,41,45133,Essen,Nordrhein-Westfalen,51.414785,6.978748,2018
Theodor-Althoff-Straße,41,45133,Essen,Nordrhein-Westfalen,51.415014,6.979299,2018
Roßmarktstraße,50,97616,Bad Neustadt a.d. Saale,Bayern,,,2018
Ludwig-Elsbett-Str.,1,97616,Salz b. Bad Neustadt,Bayern,,,2018
Meininger Straße,6,97616,Bad Neustadt,Bayern,50.325876,10.221644,2018
Gräfenhausen Ost,0,64331,Weiterstadt,Hessen,,,2018
Rudolf-Diesel-Straße,26a,64331,Weiterstadt,Hessen,49.902832,8.608342,2018
Im Brenntenstock,3,74613,Öhringen,Baden-Württemberg,,,2018
An der Stollenmühle,39,6526,Sangerhausen,Sachsen-Anhalt,51.467163,11.279433,2018
In der Trift,24,57462,Olpe,Nordrhein-Westfalen,51.02122,7.841169,2018
Sonderner Str.,0,57462,Olpe,Nordrhein-Westfalen,51.076382,7.843165,2018
Fellmicke,0,57462,Olpe,Nordrhein-Westfalen,51.030658,7.851879,2018
Bleichewiese,0,57462,Olpe,Nordrhein-Westfalen,51.03047,7.84906,2018
Imbergstr.,0,57462,Olpe,Nordrhein-Westfalen,51.03128,7.844894,2018
Parkplatz Freizeitbad,0,57462,Olpe,Nordrhein-Westfalen,51.032209,7.841478,2018
Bielefelder Str.,35,49176,Hilter,Niedersachsen,52.13442,8.150307,2018
Saarstraße,20,64342,Seeheim-Jugenheim,Hessen,49.754866,8.63008,2018
Marktstr. bei Hsnr.,20,93176,Beratzhausen,Bayern,49.095833,11.807732,2018
Theodor-Althoff-Straße,41,45133,Essen,Nordrhein-Westfalen,51.414965,6.979213,2018
An den Reeperbahnen,0,21335,Lüneburg,Niedersachsen,,,2018
Sankt-Ursula-Weg ,5,21335,Lüneburg,Niedersachsen,,,2018
Chiemseestraße,37,83022,Rosenheim,Bayern,47.85028,12.13702,2018
Badische Straße,3A,4720,Döbeln,Sachsen,,,2018
Theodor-Heuss-Platz,0,93051,Regensburg,Bayern,48.997254,12.068002,2018
Im Winkel,27,49191,Belm,Niedersachsen,52.30214,8.12693,2018
Philipp-Sigismund-Allee,6,49186,Bad Iburg,Niedersachsen,52.159355,8.037665,2018
Parkplatz Auf der Tränke,0,57439,Attendorn,Nordrhein-Westfalen,51.123112,7.90183,2018
Parkplatz Feuerteich,0,57439,Attendorn,Nordrhein-Westfalen,51.1277,7.9015,2018
SIegfriedring,25,65189,Wiesbaden,Hessen,50.060745,8.268008,2018
Gartefeldstraße,22,65189,Wiesbaden,Hessen,50.069799,8.24637,2018
Werkstr.,5,92439,Bodenwöhr,Bayern,,,2018
Versmolder Straße,10,49201,Dissen,Niedersachsen,52.102737,8.196396,2018
Im Vilsfeld,1,93183,Kallmünz,Bayern,49.16111,11.96083,2018
Meggener Str.,75,57368,Lennestadt,Nordrhein-Westfalen,51.117949,8.066019,2018
Moltkering,17,65189,Wiesbaden,Hessen,50.078796,8.258442,2018
Markt,0,7922,Tanna,Thüringen,50.49499,11.86048,2018
Paulinenstraße,0,65189,Wiesbaden,Hessen,50.081308,8.247563,2018
Bierstadter Straße,53,65189,Wiesbaden,Hessen,50.082703,8.262515,2018
Dantestraße,37,65189,Wiesbaden,Hessen,50.072831,8.253265,2018
Welschstraße,12,65189,Wiesbaden,Hessen,50.06443,8.260928,2018
Raiffeisenstraße,29,74906,Bad Rappenau,Baden-Württemberg,49.235038,9.092082,2018
Hauptstr.,27,74861,Neudenau,Baden-Württemberg,,,2018
Kaiser-Friedrich-Ring,1,65185,Wiesbaden,Hessen,50.071802,8.236949,2018
Rheinstraße,0,65185,Wiesbaden,Hessen,50.0775,8.23477,2018
Sudendorfer Esch,2,49219,Glandorf,Niedersachsen,52.078015,8.000733,2018
Ulmenallee,4,49214,Bad Rothenfelde,Niedersachsen,52.110569,8.163376,2018
Dorotheenstr.,10,70173,Stuttgart,Baden-Württemberg,48.775927,9.181477,2018
Bahnhofstraße,0,65185,Wiesbaden,Hessen,50.07307,8.24281,2018
Friedrich-Ebert-Allee,1,65185,Wiesbaden,Hessen,50.077372,8.244609,2018
Regensburger Str.,3,93152,Nittendorf,Bayern,48.980341,12.192462,2018
Bruchsal Ost,0,76694,Forst,Baden-Württemberg,49.162694,8.570788,2018
Bruchsal Ost,0,76694,Forst,Baden-Württemberg,49.162694,8.570788,2018
Bruchsal Ost,0,76694,Forst,Baden-Württemberg,49.162694,8.570788,2018
Bruchsal Ost,0,76694,Forst,Baden-Württemberg,49.162694,8.570788,2018
Messeplatz,2,45131,Essen,Nordrhein-Westfalen,51.431205,6.999274,2018
Hauptstraße,40,93173,Wenzenbach,Bayern,49.07552,12.194106,2018
Bruckdorfer Str.,23,93161,Sinzing,Bayern,48.990531,12.028941,2018
Blumenstraße,51 A,4720,Döbeln,Sachsen,,,2018
Dr.-Lindemann-Straße ,12,29439,Lüchow,Niedersachsen,,,2018
Breite Str.,9,29468,Bergen,Niedersachsen,,,2018
Schoemperlenstr.,14,76185,Karlsruhe,Baden-Württemberg,49.0212,8.351983,2018
Schoemperlenstr.,14,76185,Karlsruhe,Baden-Württemberg,49.021217,8.352,2018
Rottstr.,118,45659,Recklinghausen,Nordrhein-Westfalen,,,2018
Friedrich-Ebert-Str.,40,45659,Recklinghausen,Nordrhein-Westfalen,51.600498,7.182967,2018
A'nt Splittland,0,26844,Jemgum,Niedersachsen,53.314108,7.284869,2018
A'nt Splittland,0,26844,Jemgum,Niedersachsen,53.314108,7.284869,2018
Friedrich-Ebert-Allee,1,65185,Wiesbaden,Hessen,50.077372,8.244609,2018
Coulinstraße,5,65183,Wiesbaden,Hessen,,,2018
Coulinstraße,5,65183,Wiesbaden,Hessen,,,2018
Obere Brunnengasse,3,74861,Neudenau,Baden-Württemberg,49.292035,9.271233,2018
Rodbachstraße,15,74397,Pfaffenhofen,Baden-Württemberg,49.061537,8.975544,2018
Stadtgraben,16,74363,Güglingen,Baden-Württemberg,49.067193,9.000795,2018
Talstraße,21,74360,Ilsfeld,Baden-Württemberg,49.05535,9.25904,2018
Marktstraße,1,74360,Ilsfeld,Baden-Württemberg,49.0565,9.25033,2018
Eisenbahnstraße,4,74360,Ilsfeld,Baden-Württemberg,49.05796,9.27926,2018
Messerschmittstraße,71,93049,Regensburg,Bayern,49.024752,12.056915,2018
Bahnhofstr.,18,93047,Regensburg,Bayern,49.012367,12.100867,2018
Bruchsal West,0,76694,Forst,Baden-Württemberg,49.16125,8.567226,2018
Bruchsal West,0,76694,Forst,Baden-Württemberg,49.16125,8.567226,2018
Bruchsal West,0,76694,Forst,Baden-Württemberg,49.16125,8.567226,2018
Bruchsal West,0,76694,Forst,Baden-Württemberg,49.16125,8.567226,2018
Charlottenstraße,7,74360,Ilsfeld,Baden-Württemberg,49.056,9.24591,2018
Bustadt,42,74360,Ilsfeld,Baden-Württemberg,49.06458,9.26534,2018
Brückenstraße,25,74360,Ilsfeld,Baden-Württemberg,49.05268,9.24245,2018
Brückenstr,25,74360,Ilsfeld,Baden-Württemberg,49.05277,9.242332,2018
Im Ring,23,74360,Ilsfeld,Baden-Württemberg,49.049876,9.253892,2018
Frankenstr.,21,74360,Ilsfeld,Baden-Württemberg,49.05547,9.234239,2018
Bustadt,900,74360,Ilsfeld,Baden-Württemberg,49.064583,9.265343,2018
Talstr.,17,74360,Ilsfeld,Baden-Württemberg,49.055342,9.258996,2018
Marktstr.,24,74360,Ilsfeld,Baden-Württemberg,49.056523,9.25034,2018
Blumenstr.,6,74360,Ilsfeld,Baden-Württemberg,49.056963,9.246576,2018
Eisenbahnstr.,53,74360,Ilsfeld,Baden-Württemberg,49.057962,9.279259,2018
Charlottenstr.,4,74360,Ilsfeld,Baden-Württemberg,49.055973,9.246283,2018
Friedhofsweg,6,58089,Hagen,Nordrhein-Westfalen,51.379629,7.431967,2018
Wunnenstein West,0,74360,Ilsfeld,Baden-Württemberg,49.044276,9.261639,2018
Coulinstraße,1,65183,Wiesbaden,Hessen,50.083823,8.238392,2018
Schwalbacher Straße,0,65183,Wiesbaden,Hessen,50.082756,8.235914,2018
An den Quellen,0,65183,Wiesbaden,Hessen,50.084509,8.242765,2018
Bismarckring,0,65183,Wiesbaden,Hessen,50.07966,8.2297,2018
Kranzplatz,0,65183,Wiesbaden,Hessen,50.08562,8.24185,2018
Wunnenstein West,0,74360,Ilsfeld,Baden-Württemberg,49.044276,9.261639,2018
Wunnenstein West,0,74360,Ilsfeld,Baden-Württemberg,49.044276,9.261639,2018
Wunnenstein West,0,74360,Ilsfeld,Baden-Württemberg,49.044276,9.261639,2018
Wunnenstein Ost,0,74360,Ilsfeld,Baden-Württemberg,49.045334,9.266223,2018
