Straße,Hausnummer,Postleitzahl,Ort,Bundesland,latitude,longitude,commissioning_date
Rathausgasse,1,75394,Oberreichenbach,Baden-Württemberg,48.751653,8.663486,2020
Alte Badstr.,90,75394,Oberreichenbach,Baden-Württemberg,48.746459,8.680223,2020
Rudolf-Diesel-Straße,9,46460,Rees,Nordrhein-Westfalen,51.777233,6.401513,2020
Emmericher Straße,237,47533,Kleve-Kellen,Nordrhein-Westfalen,51.796591,6.151502,2020
Zum Aquarium,8,46047,Oberhausen,Nordrhein-Westfalen,51.4936,6.88704,2020
Zum Aquarium,8,46047,Oberhausen,Nordrhein-Westfalen,51.4936,6.88703,2020
Zum Aquarium,8,46047,Oberhausen,Nordrhein-Westfalen,51.49362,6.88698,2020
Zum Aquarium,8,46047,Oberhausen,Nordrhein-Westfalen,51.4936,6.88741,2020
Zum Aquarium,8,46047,Oberhausen,Nordrhein-Westfalen,51.4936,6.88742,2020
Zum Aquarium,8,46047,Oberhausen,Nordrhein-Westfalen,51.49415,6.88753,2020
Zum Aquarium,8,46047,Oberhausen,Nordrhein-Westfalen,51.49418,6.88747,2020
Karl-Heinrich-Ulrichs-Str.,5,10787,Berlin,Berlin,52.500569,13.353534,2020
Straße des Friedens,13-19,2943,Weißwasser,Sachsen,51.507115,14.640871,2020
Karl-Liebknecht-Str.,34,2943,Weißwasser,Sachsen,51.503313,14.63698,2020
Görlitzer Str.,28,2943,Krauschwitz,Sachsen,51.512559,14.718631,2020
Zur Strandpromenade,1,2943,Boxberg/O.L.,Sachsen,51.396354,14.573413,2020
Empeler Straße,55,46459,Rees,Nordrhein-Westfalen,51.769456,6.400551,2020
Marie-Curie-Straße,3,46459,Rees,Nordrhein-Westfalen,51.776443,6.408867,2020
Empeler Straße,109,46459,Rees,Nordrhein-Westfalen,51.781321,6.406228,2020
Empeler Straße,109,46459,Rees,Nordrhein-Westfalen,50.92262,6.36103,2020
Centroallee Parkhaus,3,46047,Oberhausen,Nordrhein-Westfalen,51.490862,6.88355,2020
Centroallee Parkhaus,3,46047,Oberhausen,Nordrhein-Westfalen,51.490862,6.88355,2020
Centroallee Parkhaus,3,46047,Oberhausen,Nordrhein-Westfalen,51.490862,6.88355,2020
Centroallee Parkhaus,3,46047,Oberhausen,Nordrhein-Westfalen,51.490862,6.88355,2020
Centroallee Parkhaus,3,46047,Oberhausen,Nordrhein-Westfalen,51.490862,6.88355,2020
Centroallee Parkhaus,3,46047,Oberhausen,Nordrhein-Westfalen,51.490862,6.88355,2020
Centroallee Parkhaus,3,46047,Oberhausen,Nordrhein-Westfalen,51.490862,6.88355,2020
Centroallee Parkhaus,3,46047,Oberhausen,Nordrhein-Westfalen,51.490862,6.88355,2020
Schokenriedstraße,27,70565,Stuttgart,Baden-Württemberg,48.726596,9.121128,2020
Schokenriedstraße,27,70565,Stuttgart,Baden-Württemberg,48.726434,9.121432,2020
Schokenriedstraße,27,70565,Stuttgart,Baden-Württemberg,48.726495,9.121165,2020
Kalkarer Straße,51,47551,Bedburg-Hau,Nordrhein-Westfalen,51.77212,6.18432,2020
Rehteichweg,22,76332,Bad Herrenalb,Baden-Württemberg,,,2020
Mozartstraße,0,79183,Waldkirch,Baden-Württemberg,,,2020
Schlettstadtallee,0,79183,Waldkirch,Baden-Württemberg,,,2020
Am Stadtrain,0,79183,Waldkirch,Baden-Württemberg,,,2020
Blumenstraße,0,79183,Waldkirch,Baden-Württemberg,,,2020
Kronenstr.,30,79211,Denzlingen,Baden-Württemberg,48.06741,7.8692,2020
Raststätte Harburger Berge Ost,0,21077,Hamburg,Hamburg,53.424065,9.966476,2020
Raststätte Harburger Berge Ost,0,21077,Hamburg,Hamburg,53.424065,9.966476,2020
Raststätte Harburger Berge West,0,21077,Hamburg,Hamburg,53.423998,9.962849,2020
Raststätte Harburger Berge West,0,21077,Hamburg,Hamburg,53.423998,9.962849,2020
Raststätte Harburger Berge Ost,0,21077,Hamburg,Hamburg,,,2020
Rotes Häuschen,15,47546,Kalkar,Nordrhein-Westfalen,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Centroallee Parkhaus,3,46047,Oberhausen,Nordrhein-Westfalen,51.490862,6.88355,2020
Siedlungsweg,1,99189,Gebesee,Thüringen,51.109618,10.929605,2020
Dorf-Dobelstraße,1,79215,Biederbach,Baden-Württemberg,48.19333,8.03355,2020
Dorf-Dobelstr.,1c,79215,Biederbach,Baden-Württemberg,48.193378,8.033801,2020
Dorf-Dobelstr.,1c,79215,Biederbach,Baden-Württemberg,,,2020
Hohenstaufenstr.,31,10779,Berlin,Berlin,52.494473,13.342124,2020
Winterfeldtstr.,59,10781,Berlin,Berlin,52.496646,13.35141,2020
Elßholzstr.,4,10781,Berlin,Berlin,52.494139,13.356553,2020
Kyffhäuser Str.,21,10781,Berlin,Berlin,52.493507,13.351886,2020
Zietenstr.,23,10783,Berlin,Berlin,52.497407,13.356332,2020
Pohlstr.,31,10785,Berlin,Berlin,52.500322,13.367235,2020
Pfarrgässle,2/2,79369,Wyhl,Baden-Württemberg,48.168277,7.650691,2020
Durlacher Str.,11,10715,Berlin,Berlin,52.479595,13.334549,2020
Freiburger Weg,2,79346,Endingen,Baden-Württemberg,48.138361,7.703374,2020
Raststätte Harburger Berge West,0,21077,Hamburg,Hamburg,,,2020
Am Radeland,25,21079,Hamburg,Hamburg,,,2020
Am Radeland,25,21079,Hamburg,Hamburg,,,2020
Am Radeland,25,21079,Hamburg,Hamburg,,,2020
Motzstr.,59,10777,Berlin,Berlin,52.495075,13.340059,2020
Bahnhofstraße,2,66564,Ottweiler,Saarland,49.402312,7.165839,2020
Centroallee,262,46047,Oberhausen,Nordrhein-Westfalen,51.489022,6.883733,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Am Olympiapark,1,80788,München,Bayern,,,2020
Eisenzahnstr.,36,10709,Berlin,Berlin,52.488692,13.304547,2020
Seesener Str.,60-61,10709,Berlin,Berlin,52.49132,13.298062,2020
Brockmannstraße,188,48163,Münster,Nordrhein-Westfalen,,,2020
Harkortstraße,30,48163,Münster,Nordrhein-Westfalen,,,2020
Prinzregentenstr.,89,10717,Berlin,Berlin,52.490042,13.33314,2020
Trautenaustr.,13,10717,Berlin,Berlin,52.491308,13.326741,2020
Fasanenstr.,38,10719,Berlin,Berlin,52.498655,13.326599,2020
Raststätte Harburger Berge Ost,0,21077,Hamburg,Hamburg,,,2020
Raststätte Harburger Berge West,0,21077,Hamburg,Hamburg,,,2020
Norderstr.,0,21502,Geesthacht,Schleswig-Holstein,53.434083,10.372365,2020
Rathausstraße,7,71292,Friolzheim,Baden-Württemberg,48.835808,8.834639,2020
Schloßhof,2,71296,Heimsheim,Baden-Württemberg,48.806067,8.862181,2020
Badstr.,1,79348,Freiamt,Baden-Württemberg,48.179778,7.901749,2020
Bergiusstraße,3,48165,Münster,Nordrhein-Westfalen,,,2020
Poststraße,20,66557,Illingen,Saarland,49.375355,7.050196,2020
Vogtweg,5,79364,Malterdingen,Baden-Württemberg,48.162036,7.794722,2020
Neu-Ulmer Straße,0,98617,Meiningen,Thüringen,,,2020
Rathausstraße,1,66589,Merchweiler-Wemmetsweiler,Saarland,49.3696,7.087006,2020
Neugrabener Markt,9,21149,Hamburg,Hamburg,53.46977,9.851481,2020
Koppeldamm,1,25335,Elmshorn,Schleswig-Holstein,53.762656,9.671742,2020
Marktallee,83,48165,Münster,Nordrhein-Westfalen,51.904983,7.650447,2020
Georgswerder Bogen,12,21109,Hamburg,Hamburg,53.518259,10.022344,2020
Georgswerder Bogen,12,21109,Hamburg,Hamburg,53.518259,10.022344,2020
Gräfenhäuserstraße,0,75217,Birkenfeld,Baden-Württemberg,48.870901,8.629524,2020
Wildbader Str.,117,75217,Birkenfeld,Baden-Württemberg,,,2020
Im Gödelmann,13,71297,Mönsheim,Baden-Württemberg,48.867536,8.851003,2020
Gödelmann,1,71297,Mönsheim,Baden-Württemberg,48.8689,8.8539,2020
Friedrichshof,5,71297,Mönsheim,Baden-Württemberg,,,2020
Kirchgasse,1,71299,Wimsheim,Baden-Württemberg,48.852261,8.827149,2020
Durlacher Str.,10-12,75210,Keltern,Baden-Württemberg,48.901983,8.57661,2020
Clausewitzstr.,5,10629,Berlin,Berlin,52.500502,13.309256,2020
Kurfürstendamm,49,10707,Berlin,Berlin,52.501562,13.318335,2020
An der Germania Brauerei,5,48159,Münster,Nordrhein-Westfalen,,,2020
An der Germania Brauerei,5,48159,Münster,Nordrhein-Westfalen,,,2020
Roxeler Straße,420,48161,Münster,Nordrhein-Westfalen,51.957796,7.572103,2020
Roxeler Straße,420,48161,Münster,Nordrhein-Westfalen,51.957796,7.572103,2020
Robert Grob Straße,0,75305,Neuenbürg,Baden-Württemberg,48.850904,8.579525,2020
Waldenburgweg,0,75305,Neuenbürg,Baden-Württemberg,48.849882,8.582162,2020
Am Kirchplatz,0,75305,Neuenbürg,Baden-Württemberg,48.846287,8.589317,2020
Rathausstr.,27,66571,Eppelborn,Saarland,49.405376,6.963597,2020
Klaustaler Str.,34,10589,Berlin,Berlin,52.524429,13.313485,2020
Lise-Meitner-Str.,25,10589,Berlin,Berlin,52.530256,13.30616,2020
Pforzheimerstraße,0,75223,Niefer-Öschelbronn,Baden-Württemberg,48.916335,8.780379,2020
Eisenbahnstraße,2/1,75228,Ispringen,Baden-Württemberg,48.915767,8.669931,2020
Turnstr.,17-19,75228,Ispringen,Baden-Württemberg,48.913649,8.668078,2020
Pforzheimer Str.,20,75242,Neuhausen,Baden-Württemberg,48.792601,8.779299,2020
Ottmarsbocholer Straße,3,48163,Münster,Nordrhein-Westfalen,51.88237,7.605865,2020
Obertshäuser Platz,1,98617,Meiningen,Thüringen,,,2020
Gräfenhäuser Str.,45,75305,Neruenbürg,Baden-Württemberg,,,2020
Max-Planck-Straße,8,75334,Straubenhardt-Conweiler,Baden-Württemberg,48.846201,8.524058,2020
Herrenalberstraße,0,75334,Straubenhardt,Baden-Württemberg,48.842646,8.530872,2020
Friedrich-Ebert-Straße,143,48153,Münster,Nordrhein-Westfalen,,,2020
Salzufer,1,10587,Berlin,Berlin,52.515274,13.329972,2020
Am Bössershof,2,47574,Goch,Nordrhein-Westfalen,51.66566,6.17332,2020
Schokenriedstraße,27,70565,Stuttgart,Baden-Württemberg,48.726546,9.121153,2020
Schokenriedstraße,27,70565,Stuttgart,Baden-Württemberg,48.726434,9.121254,2020
Schokenriedstraße,27,70565,Stuttgart,Baden-Württemberg,48.726118,9.121889,2020
Nordhauser Str.,26,10589,Berlin,Berlin,52.524596,13.307168,2020
Tauroggener Str.,47,10589,Berlin,Berlin,52.522994,13.300545,2020
Op´n Klint,15,22880,Wedel,Schleswig-Holstein,53.587682,9.70929,2020
Schulstraße,15,25335,Elmshorn,Schleswig-Holstein,53.753984,9.654818,2020
Helmholtzstraße,2-9,10587,Berlin,Berlin,52.521434,13.325065,2020
Helmholtzstraße,2-9,10587,Berlin,Berlin,52.521434,13.325065,2020
Franklinstraße,23,10587,Berlin,Berlin,52.5208,13.3264,2020
Schokenriedstraße,27,70565,Stuttgart,Baden-Württemberg,48.726353,9.121479,2020
Herzogstraße,105,80796,München,Bayern,48.163149,11.568895,2020
Herzogstraße,105a,80796,München,Bayern,48.163143,11.568767,2020
Schokenriedstraße,27,70565,Stuttgart,Baden-Württemberg,48.726703,9.121101,2020
Schokenriedstraße,27,70565,Stuttgart,Baden-Württemberg,48.72674,9.121491,2020
Gaesdoncker Strasse,220,47574,Goch,Nordrhein-Westfalen,51.65192,6.11928,2020
Klever Straße,26-28,47574,Goch,Nordrhein-Westfalen,51.68537,6.15959,2020
Franklinstraße (Gebauer Höfe),2-15a,10587,Berlin,Berlin,52.520522,13.327435,2020
Egbert-Snoek-Straße,1,48155,Münster,Nordrhein-Westfalen,51.940537,7.649798,2020
Egbert-Snoek-Straße,1,48155,Münster,Nordrhein-Westfalen,51.940537,7.649798,2020
Loddenheide,5,48155,Münster,Nordrhein-Westfalen,51.938871,7.646728,2020
Loddenheide,5,48155,Münster,Nordrhein-Westfalen,51.938871,7.646728,2020
Friedrich Ebert Damm,171,22047,Hamburg,Hamburg,53.589492,10.200363,2020
Friedrich Ebert Damm,171,22047,Hamburg,Hamburg,53.589492,10.200363,2020
Fraunhofer Str.,33,10587,Berlin,Berlin,52.514699,13.321544,2020
Englische Str.,1-4,10587,Berlin,Berlin,52.514369,13.331163,2020
Remscheider Str.,16,45481,Mülheim,Nordrhein-Westfalen,51.393114,6.875438,2020
Arcostr.,20,10587,Berlin,Berlin,52.519969,13.308627,2020
Kappenberger Damm,149,48151,Münster,Nordrhein-Westfalen,51.93146,7.607063,2020
Kanalstraße,46,75417,Mühlacker,Baden-Württemberg,,,2020
Trierer Straße,1,66111,Saarbrücken,Saarland,49.239308,6.989924,2020
Barer Str.,29,80799,München,Bayern,,,2020
Adalbertstraße,82,80799,München,Bayern,,,2020
Barer Str.,29,80799,München,Bayern,48.14984,11.572426,2020
Adalbertstraße,82,80799,München,Bayern,48.153788,11.573262,2020
Schokenriedstraße,27,70565,Stuttgart,Baden-Württemberg,48.72616,9.121044,2020
Schokenriedstraße,27,70565,Stuttgart,Baden-Württemberg,48.726482,9.121634,2020
Schokenriedstraße,27,70565,Stuttgart,Baden-Württemberg,48.726175,9.121115,2020
Schokenriedstraße,27,70565,Stuttgart,Baden-Württemberg,48.726374,9.121149,2020
Schokenriedstraße,27,70565,Stuttgart,Baden-Württemberg,48.726456,9.12122,2020
Schokenriedstraße,27,70565,Stuttgart,Baden-Württemberg,48.726418,9.121155,2020
Schokenriedstraße,27,70565,Stuttgart,Baden-Württemberg,48.726527,9.121305,2020
Kaltenweide,164,25335,Elmsdorn,Schleswig-Holstein,53.768528,9.678583,2020
Hauptstrasse,40,25335,Bokholt-Hanredder,Schleswig-Holstein,,,2020
Westerstraße,50-54,25336,Elmshorn,Schleswig-Holstein,53.748073,9.650028,2020
Hamburger Str.,147,25337,Elmshorn,Schleswig-Holstein,53.74973,9.68445,2020
Hauffweg,0,75443,Ötisheim,Baden-Württemberg,48.962409,8.812652,2020
Maulbronnerstraße,0,75443,Ötisheim,Baden-Württemberg,48.96559,8.801881,2020
Herman-Röger-Straße,0,75443,Maulbronn,Baden-Württemberg,48.997473,8.811618,2020
Bahnhofstraße,0,75443,Maulbronn,Baden-Württemberg,48.998116,8.805548,2020
Leopoldstr.,19,80802,München,Bayern,48.157299,11.583923,2020
Leopoldstr.,19a,80802,München,Bayern,48.157343,11.583753,2020
Germaniastr.,20,80802,München,Bayern,48.167171,11.588193,2020
Germaniastr.,20a,80802,München,Bayern,48.167268,11.588223,2020
Friedrich-Ebert-Damm,115,22047,Hamburg,Hamburg,53.588146,10.093906,2020
Kaiser-Friedrich-Str.,17,10585,Berlin,Berlin,52.514428,13.300868,2020
Schimmelmannstraße,70,22043,Hamburg,Hamburg,53.571834,10.103353,2020
Lehnerstr,57,45481,Mülheim an der Ruhr,Nordrhein-Westfalen,51.40234,6.8694,2020
Heidestrasse,40,10557,Berlin,Berlin,52.535564,13.363388,2020
Friedhofweg,2,75447,Sternenfels,Baden-Württemberg,49.047983,8.849334,2020
Dachsteinstraße,5,75449,Wurmberg,Baden-Württemberg,48.871832,8.80115,2020
Dachsteinstraße,5,75449,Wurmberg,Baden-Württemberg,48.871832,8.80115,2020
Uhlandstr.,15,75449,Wurmberg,Baden-Württemberg,48.870929,8.819942,2020
Max-Langstraße,40,70771,Leinfelden-Echterdingen,Baden-Württemberg,48.698116,9.146977,2020
Max-Langstraße,40,70771,Leinfelden-Echterdingen,Baden-Württemberg,48.698116,9.146977,2020
Heidestrasse,40,10557,Berlin,Berlin,52.535564,13.363388,2020
Heidestrasse,40,10557,Berlin,Berlin,52.535564,13.363388,2020
Rathenower Str.,35,10559,Berlin,Berlin,52.534566,13.34996,2020
Birkenstr.,68,10559,Berlin,Berlin,52.529979,13.350047,2020
Max-Langstraße,40,70771,Leinfelden-Echterdingen,Baden-Württemberg,48.698116,9.146977,2020
Max-Langstraße,40,70771,Leinfelden-Echterdingen,Baden-Württemberg,48.698116,9.146977,2020
Karlsruherstraße,7,70771,Leinfelden-Echerdingen,Baden-Württemberg,48.695833,9.168611,2020
Remscheider Str.,16,45481,Mülheim,Nordrhein-Westfalen,,,2020
Knittlinger Steige,0,75443,Maulbronn,Baden-Württemberg,49.001001,8.801508,2020
Landwehrplatz,6,66111,Saarbrücken,Saarland,49.233642,7.00155,2020
Richard-Wagner-Str.,0,66111,Saarbrücken,Saarland,49.238809,6.997532,2020
Schützenstraße,0,66111,Saarbrücken,Saarland,49.241401,7.002762,2020
Rendsburger Str.,51,25782,Tellingstedt,Schleswig-Holstein,,,2020
Hauptstr.,0,25782,Tellingstedt,Schleswig-Holstein,,,2020
Hauptstr.,0,25782,Tellingstedt,Schleswig-Holstein,,,2020
Hauptstr.,0,25782,Tellingstedt,Schleswig-Holstein,,,2020
Dieselstrasse,22,70771,Leinfelden-Echterdingen,Baden-Württemberg,48.698692,9.165479,2020
Gaußstr.,2,70771,Leinfelden-Echterdingen,Baden-Württemberg,48.695064,9.161913,2020
Wilhelm-Haas-Str.,6,70771,Leinfelden-Echterdingen,Baden-Württemberg,48.705266,9.127775,2020
Bahnhofstr.,55,70771,Leinfelden-Echterdingen,Baden-Württemberg,48.699255,9.141097,2020
Lehrter Str.,61,10557,Berlin,Berlin,52.530044,13.362396,2020
Heidestr.,2,10557,Berlin,Berlin,52.528645,13.369629,2020
Ritterstraße,11,22089,Hamburg,Hamburg,53.56812,10.044675,2020
Heidestrasse,40,10557,Berlin,Berlin,52.535564,13.363388,2020
Heidestrasse,40,10557,Berlin,Berlin,52.535564,13.363388,2020
Seestr.,15,70794,Filderstadt,Baden-Württemberg,48.66947,9.229507,2020
Mahlestraße,50,70794,Filderstadt,Baden-Württemberg,48.651583,9.207797,2020
Mahlestraße,50,70794,Filderstadt,Baden-Württemberg,48.651583,9.207865,2020
Schönfließer Str.,3,10439,Berlin,Berlin,52.550808,13.408177,2020
Thomasiusstr.,16,10557,Berlin,Berlin,52.521847,13.350081,2020
Schiffbeker Weg,90/92,22119,Hamburg,Hamburg,53.548596,10.108725,2020
Schiffbeker Weg,90/92,22119,Hamburg,Hamburg,53.548596,10.108725,2020
Flotowstr.,12,10555,Berlin,Berlin,52.516271,13.337265,2020
Flensburger Str.,20,10557,Berlin,Berlin,52.520563,13.342972,2020
Lüneburger Str.,19,10557,Berlin,Berlin,52.51994,13.356562,2020
Andreas-Meyerstrasse,44,22113,Hamburg,Hamburg,53.309232,10.049096,2020
Andreas-Meyerstrasse,44,22113,Hamburg,Hamburg,53.309232,10.049096,2020
Schlossplatz,0,2929,Rothenburg / Oberlausitz,Sachsen,51.335603,14.970553,2020
Heidestrasse,40,10557,Berlin,Berlin,52.535564,13.363388,2020
Heidestrasse,40,10557,Berlin,Berlin,52.535564,13.363388,2020
Ruhrstraße,14,45468,Mülheim an der Ruhr,Nordrhein-Westfalen,51.42707,6.878174,2020
FohlenAllee,1,41179,Mönchengladbach,Nordrhein-Westfalen,,,2020
FohlenAllle,1,41179,Mönchengladbach,Nordrhein-Westfalen,,,2020
Wilhelmshavener Str.,58,10551,Berlin,Berlin,52.529717,13.341245,2020
Waldenserstr.,10,10551,Berlin,Berlin,52.529019,13.33173,2020
Ufnaustr.,10,10553,Berlin,Berlin,52.530665,13.31688,2020
Rahlstedter Straße,29,22149,Hamburg,Hamburg,53.59337,10.14196,2020
Cantianstr.,1,10437,Berlin,Berlin,52.543267,13.411729,2020
Karl-Weinmair-Str.,14,80807,München,Bayern,48.179586,11.58842,2020
Karl-Weinmair-Str.,14a,80807,München,Bayern,48.179553,11.588557,2020
Osterwaldstr.,58,80805,München,Bayern,48.168233,11.601692,2020
Raiffeisenstr.,22,70794,Filderstadt,Baden-Württemberg,48.657666,9.226584,2020
Aicher Str.,9,70794,Filderstadt,Baden-Württemberg,48.677443,9.216737,2020
Metzinger Str.,17,70794,Filderstadt,Baden-Württemberg,48.653167,9.217148,2020
Uhlbergstr.,30,70794,Filderstadt,Baden-Württemberg,48.65423,9.196284,2020
Harthäuser Hauptstr.,3,70794,Filderstadt,Baden-Württemberg,48.648309,9.246751,2020
Rainäckerstr.,0,70794,Filderstadt,Baden-Württemberg,48.657526,9.226037,2020
Storkowerstraße,108,10407,Berlin,Berlin,52.536596,13.449406,2020
Storkowerstraße,108,10407,Berlin,Berlin,52.536596,13.449406,2020
Erich-Weinert-Str.,104,10409,Berlin,Berlin,52.545886,13.434476,2020
Storkower Str.,53,10409,Berlin,Berlin,52.539321,13.444883,2020
Porschestr.,14,70794,Filderstadt,Baden-Württemberg,48.678898,9.243656,2020
Porschestr.,14,70794,Filderstadt,Baden-Württemberg,,,2020
Hennes-Weisweiler-Allee,1,41179,Mönchengladbach,Nordrhein-Westfalen,,,2020
Erich-Weinert-Str.,95,10409,Berlin,Berlin,52.547301,13.430328,2020
Mandelstr.,12,10409,Berlin,Berlin,52.546174,13.441678,2020
Sredzkistr.,35,10435,Berlin,Berlin,52.538372,13.417905,2020
Kollwitzstr.,80,10435,Berlin,Berlin,52.537648,13.419561,2020
Gaudystr.,27,10437,Berlin,Berlin,52.546682,13.412488,2020
Dunckerstr.,70,10437,Berlin,Berlin,52.544773,13.422654,2020
Hennes-Weisweiler-Allee,1,41179,Mönchengladbach,Nordrhein-Westfalen,,,2020
Hennes-Weisweiler-Allee,1,41179,Mönchengladbach,Nordrhein-Westfalen,,,2020
FohlenAllee,1,41179,Mönchengladbach,Nordrhein-Westfalen,,,2020
Pasteurstr.,12,10407,Berlin,Berlin,52.533674,13.432955,2020
Frankfurter Ring,35,80807,München,Bayern,,,2020
Frankfurter Ring,35,80807,München,Bayern,,,2020
Bremer Straße,6,80807,München,Bayern,,,2020
Am Ölberg,31 - 33,47608,Geldern,Nordrhein-Westfalen,51.510903,6.332865,2020
Kokenhorststraße,18,30938,Großburgwedel,Niedersachsen,52.485599,9.844651,2020
Kronshagener Weg,101,24116,Kiel,Schleswig-Holstein,54.3264,10.10483,2020
Fuhrbleek,48-50,30916,Isernhagen,Niedersachsen,,,2020
FohlenAllee,1,41179,Mönchengladbach,Nordrhein-Westfalen,,,2020
FohlenAllee,1,41179,Mönchengladbach,Nordrhein-Westfalen,,,2020
Neckarstraße,20,72622,Nürtingen,Baden-Württemberg,48.626429,9.330145,2020
An der Asbacher Straße,5,98574,Schmalkalden,Thüringen,,,2020
Ernst-Fürstenberg-Str.,19,10407,Berlin,Berlin,52.531075,13.445023,2020
Landsberger Allee,119,10407,Berlin,Berlin,52.529386,13.458419,2020
Kniprodestr.,25,10407,Berlin,Berlin,52.533789,13.44505,2020
Storkowerstraße,108,10407,Berlin,Berlin,52.536596,13.449406,2020
Heimperthstr.,17,80935,München,Bayern,48.206938,11.555831,2020
Petuelring,35,80807,München,Bayern,,,2020
Frankfurter Ring,35,80807,München,Bayern,,,2020
Frankfurter Ring,35,80807,München,Bayern,,,2020
Frankfurter Ring,35,80807,München,Bayern,,,2020
Neu-Ulmer Straße,10,98617,Meiningen,Thüringen,50.567834,10.418564,2020
Leipziger Strasse,110,98617,Meiningen,Thüringen,,,2020
Zementwerk,13,72622,Nürtingen,Baden-Württemberg,48.62249,9.32864,2020
Badtsraße,13,72622,Nürtingen,Baden-Württemberg,48.6321,9.32724,2020
Stuttgarter Straße,1,72622,Nürtingen,Baden-Württemberg,48.62907,9.33099,2020
Mühlstraße,3,72622,Nürtingen,Baden-Württemberg,48.628406,9.33426,2020
Monschauer Straße,42,41068,Mönchengladbach,Nordrhein-Westfalen,51.192199,6.407126,2020
Wörther Str.,19,10405,Berlin,Berlin,52.535955,13.420515,2020
Straßburger Str.,26,10405,Berlin,Berlin,52.532219,13.416585,2020
Chodowieckistr.,22,10405,Berlin,Berlin,52.538294,13.424144,2020
Fröbelstr.,15,10405,Berlin,Berlin,52.539949,13.428128,2020
Knorrstraße,147,80937,München,Bayern,,,2020
Knorrstraße,147,80937,München,Bayern,,,2020
Lieberweg,46,80937,München,Bayern,48.205212,11.572912,2020
Autohof Kronskamp,3,30890,Barsinghausen,Niedersachsen,52.333274,9.414706,2020
Autohof Kronskamp,3,30890,Barsinghausen,Niedersachsen,52.333274,9.414706,2020
Autohof Kronskamp,3,30890,Barsinghausen,Niedersachsen,52.333274,9.414706,2020
Lieberweg,46a,80937,München,Bayern,48.205294,11.573053,2020
BMW Allee,0,80937,München,Bayern,,,2020
Knorrstraße,147,80937,München,Bayern,,,2020
Knorrstraße,147,80937,München,Bayern,,,2020
Knorrstraße,147,80937,München,Bayern,,,2020
Knorrstraße,147,80937,München,Bayern,,,2020
Knorrstraße,147,80937,München,Bayern,,,2020
Knorrstraße,147,80937,München,Bayern,,,2020
Lerchenauer Str.,134,80809,München Nord,Bayern,48.187487,11.551543,2020
Moosacher Straße,90,80809,München,Bayern,,,2020
Knorrstraße,147,80937,München,Bayern,,,2020
Knorrstraße,147,80937,München,Bayern,,,2020
Knorrstraße,147,80937,München,Bayern,,,2020
Knorrstraße,147,80937,München,Bayern,,,2020
Knorrstraße,147,80937,München,Bayern,,,2020
Knorrstraße,147,80937,München,Bayern,,,2020
Knorrstraße,147,80937,München,Bayern,,,2020
Knorrstraße,147,80937,München,Bayern,,,2020
Liselotte-Herrmann-Str.,8,10407,Berlin,Berlin,52.531795,13.434695,2020
Hufelandstr.,13,10407,Berlin,Berlin,52.532236,13.431412,2020
Europaallee,16,66113,Saarbrücken,Saarland,49.242116,6.9892,2020
Europaallee,16,66113,Saarbrücken,Saarland,49.242116,6.9892,2020
Europaallee,16,66113,Saarbrücken,Saarland,49.242116,6.9892,2020
