Straße,Hausnummer,Postleitzahl,Ort,Bundesland,latitude,longitude,commissioning_date
Am Katzenbaumerschlag,2,67105,Schifferstadt,Rheinland-Pfalz,49.385831,8.391853,2022
Im Gänsberg,999,56368,Katzenelnbogen,Rheinland-Pfalz,50.268175,7.978756,2022
Rheinstraße,12,56368,Katzenelnbogen,Rheinland-Pfalz,,,2022
Speyerer Str.,2,67117,Limburgerhof,Rheinland-Pfalz,49.410313,8.398679,2022
In den Schlimmfuhren,10,54338,Schweich,Rheinland-Pfalz,49.82,6.746639,2022
Kestenbergerweg,33a,67105,Schifferstadt,Rheinland-Pfalz,,,2022
Neustadter Straße,0,67112,Mutterstadt,Rheinland-Pfalz,49.440632,8.344923,2022
An d. Fohlenweide,3,67112,Mutterstadt,Rheinland-Pfalz,,,2022
Birkenstraße,11,55494,Liebshausen,Rheinland-Pfalz,,,2022
Am Guldenbach,58,55494,Rheinböllen,Rheinland-Pfalz,,,2022
Altvaterstraße,15,14129,Berlin,Berlin,52.437573,13.206465,2022
Breisgauer Str.,28,14129,Berlin,Berlin,52.435082,13.217162,2022
Breisgauer Str.,29C,14129,Berlin,Berlin,52.435309,13.217193,2022
Breisgauer Str.,35,14129,Berlin,Berlin,52.434753,13.217504,2022
Breisgauer Str.,40,14129,Berlin,Berlin,52.433918,13.217807,2022
Breisgauer Str.,46,14129,Berlin,Berlin,52.433332,13.218138,2022
Reihstraße,36z,54344,Kenn,Rheinland-Pfalz,49.803416,6.724497,2022
Alte Poststraße,35z,54344,Kenn,Rheinland-Pfalz,49.795832,6.710825,2022
Johann-Sebastian-Bach-Straße,26,56288,Kastellaun,Rheinland-Pfalz,50.06541,7.4432,2022
Industriestraße,0,56112,LAHNSTEIN,Rheinland-Pfalz,50.322194,7.599004,2022
Industriestraße,0,56112,LAHNSTEIN,Rheinland-Pfalz,50.322194,7.599004,2022
Industriestraße,0,56112,LAHNSTEIN,Rheinland-Pfalz,50.322194,7.599004,2022
Oberheckerweg,999,56112,Lahnstein,Rheinland-Pfalz,50.294759,7.619455,2022
In der Scheib,1,56291,Pfalzfeld,Rheinland-Pfalz,50.116065,7.60006,2022
Am Schlachtensee,38,14129,Berlin,Berlin,52.440734,13.223921,2022
Bahnhofstraße,53,55494,Rheinböllen,Rheinland-Pfalz,49.996164,7.68382,2022
Bahnhofstraße,53,55494,Rheinböllen,Rheinland-Pfalz,49.996164,7.68382,2022
Bahnhofstraße,53,55494,Rheinböllen,Rheinland-Pfalz,49.996164,7.68382,2022
Bahnhofstraße,53,55494,Rheinböllen,Rheinland-Pfalz,49.996164,7.68382,2022
Rosenbergstrasse,14,56579,Hardert,Rheinland-Pfalz,,,2022
Westerwaldpark,23a,56587,Oberhonnefeld,Rheinland-Pfalz,50.56241,7.52562,2022
Westerwaldpark,23a,56587,Oberhonnefeld,Rheinland-Pfalz,50.56243,7.5256,2022
Westerwaldpark,23a,56587,Oberhonnefeld,Rheinland-Pfalz,50.56245,7.52559,2022
Westerwaldpark,23a,56587,Oberhonnefeld,Rheinland-Pfalz,50.56237,7.52567,2022
Westerwaldpark,23a,56587,Oberhonnefeld,Rheinland-Pfalz,50.56247,7.52558,2022
Westerwaldpark,23a,56587,Oberhonnefeld,Rheinland-Pfalz,50.56239,7.52563,2022
Hauptstraße,57,55490,Gemünden,Rheinland-Pfalz,,,2022
Bahnhofstraße,53,55494,Rheinböllen,Rheinland-Pfalz,49.996164,7.68382,2022
Unten in der Aab,1,56154,Boppard,Rheinland-Pfalz,,,2022
Bahnhofstraße,53,55494,Rheinböllen,Rheinland-Pfalz,49.996164,7.68382,2022
Allensteiner Straße,13,56566,Neuwied,Rheinland-Pfalz,50.438503,7.487738,2022
An der Bundesstraße,1,14776,Brandenburg an der Havel,Brandenburg,52.408882,12.615182,2022
Nibelungenstraße,0,14109,Berlin,Berlin,52.419428,13.180618,2022
Nibelungenstraße,0,14109,Berlin,Berlin,52.419691,13.180644,2022
Nibelungenstraße,0,14109,Berlin,Berlin,52.419954,13.180665,2022
Hans-Böckler-Straße,70,56567,Neuwied,Rheinland-Pfalz,50.45384,7.47311,2022
Hans-Böckler-Str.,70,56567,Neuwied,Rheinland-Pfalz,,,2022
Gartenstraße,7z,54346,Mehring,Rheinland-Pfalz,49.798313,6.8305,2022
Medardusstraße,28z,54346,Mehring,Rheinland-Pfalz,49.79512,6.824591,2022
Mosenweinstraße,17z,54349,Trittenheim,Rheinland-Pfalz,49.82053,6.899152,2022
Brunnenstr.,3,54413,Beuren-Prosterath,Rheinland-Pfalz,49.737823,6.922399,2022
Altvaterstraße,16,14129,Berlin,Berlin,52.436977,13.205009,2022
Altvaterstraße,21,14129,Berlin,Berlin,52.436368,13.203474,2022
Am Schlachtensee,12,14129,Berlin,Berlin,52.438612,13.229323,2022
Altvaterstraße,15A,14129,Berlin,Berlin,52.437415,13.206087,2022
Altvaterstraße,9,14129,Berlin,Berlin,52.438801,13.211504,2022
Rheinblickstr.,4,53579,Erpel,Rheinland-Pfalz,50.3549,7.14356,2022
Paul-Greifzu-Straße,2,3042,Cottbus,Brandenburg,51.7641,14.35982,2022
Paul-Greifzu-Straße,2,3042,Cottbus,Brandenburg,51.7641,14.35982,2022
Dreilindenstraße,0,14109,Berlin,Berlin,52.420279,13.180863,2022
Dreilindenstraße,52,14109,Berlin,Berlin,52.420858,13.188099,2022
Dreilindenstraße,52,14109,Berlin,Berlin,52.420827,13.187719,2022
Dreilindenstraße,52,14109,Berlin,Berlin,52.420793,13.187305,2022
Dreilindenstraße,72A,14109,Berlin,Berlin,52.420456,13.183068,2022
Dreilindenstraße,80,14109,Berlin,Berlin,52.420318,13.181362,2022
Hafenstraße,90,56564,Neuwied,Rheinland-Pfalz,50.417358,7.484243,2022
Raiffeisenring,0,56564,Neuwied,Rheinland-Pfalz,50.438886,7.477441,2022
Hans-Böckler-Straße,0,56564,Neuwied,Rheinland-Pfalz,50.461952,7.472832,2022
Stettiner Str.,4-6,56564,Neuwied,Rheinland-Pfalz,,,2022
Junkerstücke,4,56566,Neuwied,Rheinland-Pfalz,50.442912,7.501163,2022
Allensteiner Straße,17,56566,Neuwied,Rheinland-Pfalz,50.4386,7.49001,2022
Allensteiner Straße,17,56566,Neuwied,Rheinland-Pfalz,50.4386,7.49001,2022
Marktplatz,6z,56751,Polch,Rheinland-Pfalz,50.298794,7.311493,2022
Marktplatz,7z,56751,Polch,Rheinland-Pfalz,50.298794,7.3114,2022
Paul-Greifzu-Straße,2,3042,Cottbus,Brandenburg,51.7641,14.35982,2022
Drewitzer Straße,7,3042,Cottbus,Brandenburg,51.771471,14.365058,2022
Sielower Landstrasse,19,3044,Cottbus,Brandenburg,51.771068,14.32828,2022
Schmellwitzer Weg,5,3044,Cottbus,Brandenburg,,,2022
Schmellwitzer Weg,5,3044,Cottbus,Brandenburg,,,2022
Schlossallee,101,14776,Brandenburg OT Gollwitz,Brandenburg,52.421099,12.646941,2022
Paul-Greifzu-Straße,2,3042,Cottbus,Brandenburg,51.7641,14.35982,2022
Ohlenberger Weg,17,53545,Ockenfels,Rheinland-Pfalz,50.579429,7.270734,2022
Falkenweg,12,53545,Linz am Rhein,Rheinland-Pfalz,50.568693,7.314928,2022
Falkenweg,12,53545,Linz am Rhein,Rheinland-Pfalz,50.568813,7.314864,2022
Bahnstr.,39,56743,Mendig,Rheinland-Pfalz,50.369982,7.289635,2022
Bahnstr.,39,56743,Mendig,Rheinland-Pfalz,50.369982,7.289635,2022
Polch,7z,56751,Polch,Rheinland-Pfalz,50.298794,7.311493,2022
Spiessweg,9,53562,St. Katharinen,Rheinland-Pfalz,,,2022
Am Stadtgraben,57a,56626,Andernach,Rheinland-Pfalz,50.43787,7.40038,2022
Uhlandstraße,53,3050,Cottbus,Brandenburg,51.724151,14.339594,2022
Uhlandstraße,53,3050,Cottbus,Brandenburg,51.724033,14.339893,2022
Uhlandstraße,53,3050,Cottbus,Brandenburg,,,2022
Am Gewerbepark,14,3051,Cottbus,Brandenburg,51.707366,14.352758,2022
Am Gewerbepark,14,3051,Cottbus,Brandenburg,51.707366,14.352758,2022
Am Gewerbepark,11,3051,Cottbus,Brandenburg,51.708377,14.354067,2022
Am Gewerbepark,11,3051,Cottbus,Brandenburg,51.708377,14.354067,2022
Burgerbergweg,37,56626,Andernach,Rheinland-Pfalz,,,2022
Buchenstraße,9,56626,Andernach,Rheinland-Pfalz,,,2022
Hans-Julius-Ahlmann-Straße,1,56626,Andernach,Rheinland-Pfalz,50.434939,7.424017,2022
Kretzer Str.,2z,56642,Kruft,Rheinland-Pfalz,50.3858,7.341367,2022
Laacherstr.,8z,56645,Nickenich,Rheinland-Pfalz,50.413553,7.314285,2022
Hauptstraße,30z,56727,Mayen,Rheinland-Pfalz,50.337096,7.158114,2022
Am Wasserturm,7,56727,Mayen,Rheinland-Pfalz,,,2022
Marktplatz,6z,56751,Polch,Rheinland-Pfalz,50.298794,7.3114,2022
Am Kieselberg,0,55457,Gensingen,Rheinland-Pfalz,49.902,7.929,2022
Gustav-Stresemann-Str.,2a,55411,Bingen am Rhein,Rheinland-Pfalz,49.925146,7.935804,2022
Am Ravendelsberg,26,56170,Bendorf,Rheinland-Pfalz,,,2022
Adolph-Kolping-Straße,7,56170,Bendorf,Rheinland-Pfalz,50.42633,7.570028,2022
Strandstraße,130,23669,Timmendorfer Strand,Schleswig-Holstein,53.992318,10.827881,2022
Strandstrasse,53,23669,Niendorf,Schleswig-Holstein,53.9936,10.81888,2022
Heerstraße,84,14055,Berlin,Berlin,52.508156,13.24476,2022
Sophie-Charlotten-Straße,7,14059,Berlin,Berlin,,,2022
Bornstraße,25,56182,Urbar,Rheinland-Pfalz,50.380412,7.625231,2022
Auf dem Hahnenberg,7,56218,Mülheim-Kärlich,Rheinland-Pfalz,,,2022
Industriestraße,18-20,56218,Mülheim-Kärlich,Rheinland-Pfalz,,,2022
Maarstr. 22,22,54550,Schalkenmehren,Rheinland-Pfalz,,,2022
Industriestraße,2,89188,Merklingen,Baden-Württemberg,48.514611,9.758305,2022
Maarstr.,22,54552,Schalkenmehren,Rheinland-Pfalz,,,2022
Mainzer Str.,47,56322,Spay,Rheinland-Pfalz,50.25353,7.646,2022
Wingertsweg,60,56332,Burgen,Rheinland-Pfalz,,,2022
Zum neuen Sportplatz,4,55270,Zornheim,Rheinland-Pfalz,49.884605,8.22502,2022
Rieslingring,26,55283,Nierstein,Rheinland-Pfalz,,,2022
Siemensdamm,59-62,13629,Berlin,Berlin,,,2022
Madlower Chaussee,4,3051,Cottbus,Brandenburg,51.716975,14.322312,2022
Madlower Chaussee,4,3051,Cottbus,Brandenburg,51.716937,14.322349,2022
Harnischdorfer Str.,4,3051,Cottbus,Brandenburg,,,2022
Harnischdorfer Str.,4,3051,Cottbus,Brandenburg,,,2022
Hitchinstraße,44,55411,Bingen,Rheinland-Pfalz,49.926162,7.903118,2022
Römerstraße,61,55413,Trechtingshausen,Rheinland-Pfalz,50.009917,7.85097,2022
Römerstraße,61,55413,Trechtingshausen,Rheinland-Pfalz,50.009917,7.85097,2022
Rheinstraße,53,55435,Gau-Algesheim,Rheinland-Pfalz,49.971659,8.02314,2022
Rheinstraße,53,55435,Gau-Algesheim,Rheinland-Pfalz,49.971659,8.023141,2022
Rheinstraße,56,55435,Gau-Algesheim,Rheinland-Pfalz,49.971139,8.023,2022
Binger Straße,1,55457,Gensingen,Rheinland-Pfalz,49.900391,7.922604,2022
Am Kieselberg,0,55457,Gensingen,Rheinland-Pfalz,49.902,7.929,2022
Am Kieselberg,0,55457,Gensingen,Rheinland-Pfalz,49.902,7.929,2022
Eichenallee,2,99819,Krauthausen,Thüringen,,,2022
Am Flugplatz,3,99820,Hörselberg-Hainich,Thüringen,,,2022
Am Flugplatz,3,99820,Hörselberg-Hainich,Thüringen,,,2022
Otto-Hahn-Straße,25,15236,Frankfurt (Oder),Brandenburg,52.288899,14.470659,2022
Charlottenburger Chaussee,18,13597,Berlin,Berlin,52.526659,13.349812,2022
Zitadellenweg,30 - 70,13599,Berlin,Berlin,52.540648,13.21829,2022
Am Juliusturm,14-38,13599,Berlin,Berlin,,,2022
Am Juliusturm,14-38,13599,Berlin,Berlin,,,2022
Bäderstraße,19,23626,Ratekau,Schleswig-Holstein,53.947516,10.736153,2022
Eduard-von-Heuss-Str.,13,55294,Bodenheim,Rheinland-Pfalz,,,2022
Hauptstraße,116,89584,Ehingen,Baden-Württemberg,48.282986,9.722938,2022
Hauptstraße,116,89584,Ehingen,Baden-Württemberg,48.282939,9.722879,2022
Hauptstraße,24,99439,Ettersburg,Thüringen,51.032748,11.275398,2022
Hitchinstraße,44,55411,Bingen,Rheinland-Pfalz,49.926162,7.903118,2022
Ortsstraße,6,89194,Schnürpflingen,Baden-Württemberg,,,2022
Jägerpfad,2,55270,Ober-Olm,Rheinland-Pfalz,49.94308,8.19048,2022
An der Waldsporthalle,0,55257,Budenheim,Rheinland-Pfalz,50.01931,8.15941,2022
Budenheimer Parkallee,5,55257,Budenheim,Rheinland-Pfalz,50.027351,8.194613,2022
Schulstraße,0,55257,Budenheim,Rheinland-Pfalz,50.022506,8.173166,2022
Auguststr.,3,23611,Bad Schwartau,Schleswig-Holstein,53.91741,10.69736,2022
Strandstrasse,53,23669,Niendorf,Schleswig-Holstein,,,2022
Vogelsang,6-8,23669,Timmendorfer Strand,Schleswig-Holstein,,,2022
Bussolengo-Platz,10-12,55268,Nieder-Olm,Rheinland-Pfalz,49.90826,8.19898,2022
Bussolengo-Platz,10-12,55268,Nieder-Olm,Rheinland-Pfalz,49.90826,8.19898,2022
Vulkanring,1,54567,Gerolstein,Rheinland-Pfalz,,,2022
Vulkanring,1,54567,Gerolstein,Rheinland-Pfalz,,,2022
Vulkanring,1,54567,Gerolstein,Rheinland-Pfalz,,,2022
Brunnenstraße,6,54568,Gerolstein,Rheinland-Pfalz,50.222596,6.664206,2022
Alter Postweg,47,89584,Ehingen,Baden-Württemberg,,,2022
Jägerpfad,2,55270,Ober-Olm,Rheinland-Pfalz,49.94308,8.19048,2022
Auf der Schanze,2,99441,Magdala,Thüringen,50.900753,11.446024,2022
Buchenweg,3,99819,Krauthausen,Thüringen,50.013901,10.247418,2022
Riedlinger Str.,41,89611,Obermarchtal,Baden-Württemberg,,,2022
Riedlinger Str.,41,89611,Obermarchtal,Baden-Württemberg,,,2022
Riedlinger Str.,41,89611,Obermarchtal,Baden-Württemberg,,,2022
Riedlinger Str.,41,89611,Obermarchtal,Baden-Württemberg,,,2022
Saarbrücker Str.,1,67742,Lauterecken,Rheinland-Pfalz,49.657798,7.591629,2022
Rossbacher Straßebreit,11,67752,Wolfstein,Rheinland-Pfalz,49.57595,7.62329,2022
Riedlinger Str.,41,89611,Obermarchtal,Baden-Württemberg,,,2022
Riedlinger Str.,41,89611,Obermarchtal,Baden-Württemberg,,,2022
Aspachstr.,0,88400,Biberach an der Riß,Baden-Württemberg,48.118734,9.802959,2022
Aspachstr.,0,88400,Biberach an der Riß,Baden-Württemberg,48.118734,9.802959,2022
Riedlinger Str.,41,89611,Obermarchtal,Baden-Württemberg,,,2022
Riedlinger Str.,41,89611,Obermarchtal,Baden-Württemberg,,,2022
Riedlinger Str.,41,89611,Obermarchtal,Baden-Württemberg,,,2022
Riedlinger Str.,41,89611,Obermarchtal,Baden-Württemberg,,,2022
Berliner Straße,3,55257,Budenheim,Rheinland-Pfalz,50.02171,8.16622,2022
Untere Stefanstraße,65,55257,Budenheim,Rheinland-Pfalz,50.02724,8.16935,2022
Mies-van-der-Rohe-Straße,1,14469,Potsdam,Brandenburg,,,2022
Lotte-Pulewka-Str.,0,14473,Potsdam,Brandenburg,52.393317,13.08003,2022
Zentralparkplatz,1,23611,Bad Schwartau,Schleswig-Holstein,,,2022
Henning-von-Tresckow-Straße,2-13,14467,Potsdam,Brandenburg,52.393196,13.051655,2022
Henning-von-Tresckow-Straße,2-13,14467,Potsdam,Brandenburg,,,2022
Aspachstr.,0,88400,Biberach an der Riß,Baden-Württemberg,48.118734,9.802959,2022
Aspachstr.,0,88400,Biberach an der Riß,Baden-Württemberg,48.118734,9.802959,2022
Aspachstr.,0,88400,Biberach an der Riß,Baden-Württemberg,48.118734,9.802959,2022
Aspachstr.,0,88400,Biberach an der Riß,Baden-Württemberg,48.118734,9.802959,2022
Aspachstr.,0,88400,Biberach an der Riß,Baden-Württemberg,48.118734,9.802959,2022
Aspachstr.,0,88400,Biberach an der Riß,Baden-Württemberg,48.118734,9.802959,2022
Am Güterbahnhof,10,66892,Bruchmühlbach,Rheinland-Pfalz,49.38667,7.444407,2022
Römerstraße,1,66892,Bruchmühlbach-Miesau,Rheinland-Pfalz,,,2022
Wilhelmstr.,21-25,13593,Berlin,Berlin,52.52063,13.18544,2022
Riedlinger Str.,41,89611,Obermarchtal,Baden-Württemberg,,,2022
Riedlinger Str.,41,89611,Obermarchtal,Baden-Württemberg,,,2022
Riedhalde,1,88480,Achstetten,Baden-Württemberg,,,2022
Tuchplatz,14,88499,Riedlingen,Baden-Württemberg,48.150886,9.474832,2022
Ottstraße,50,76744,Wörth,Rheinland-Pfalz,49.052099,8.263108,2022
Wilhelm-Schussen-Straße,2,88427,Bad Schussenried,Baden-Württemberg,,,2022
Wilhelm-Schussen-Straße,2,88427,Bad Schussenried,Baden-Württemberg,,,2022
Wilhelm-Schussen-Straße,2,88427,Bad Schussenried,Baden-Württemberg,,,2022
Wilhelm-Schussen-Straße,2,88427,Bad Schussenried,Baden-Württemberg,,,2022
Wilhelm-Schussen-Straße,2,88427,Bad Schussenried,Baden-Württemberg,,,2022
Adolf-Kolping-Straße,1,88433,Schemmerberg,Baden-Württemberg,48.18667,9.83276,2022
Luitpoldstraße.,187,76770,Hatzenbühl,Rheinland-Pfalz,49.112363,8.250566,2022
Sulminger Straße,3,88437,Maselheim,Baden-Württemberg,48.15324,9.85579,2022
Neherstr.,5,88400,Biberach,Baden-Württemberg,48.099417,9.793556,2022
Neherstr.,5,88400,Biberach,Baden-Württemberg,,,2022
Kaiserstraße,90,66862,Kindsbach,Rheinland-Pfalz,,,2022
Hans-Liebherr-Straße,45,88400,Biberach an der Riß,Baden-Württemberg,,,2022
Hans-Liebherr-Straße,45,88400,Biberach an der Riß,Baden-Württemberg,,,2022
Hauptstr.,32,54675,Geichlingen,Rheinland-Pfalz,,,2022
Kühgrunddamm,4,76744,Wörth Am Rhein,Rheinland-Pfalz,49.040519,8.289014,2022
Untere Buchstr.,22,76751,Jockgrim,Rheinland-Pfalz,49.094256,8.273308,2022
Schwarzachstr.,14,88521,Ertingen,Baden-Württemberg,,,2022
Schwarzachstr.,14,88521,Ertingen,Baden-Württemberg,,,2022
Schwarzachstr.,14,88521,Ertingen,Baden-Württemberg,,,2022
Leibnizstraße,6/1,71032,Böblingen,Baden-Württemberg,48.69397,9.013242,2022
Leibnizstraße,6/1,71032,Böblingen,Baden-Württemberg,48.693949,9.013181,2022
Leibnizstraße,6/1,71032,Böblingen,Baden-Württemberg,48.693931,9.01312,2022
Leibnizstraße,6/1,71032,Böblingen,Baden-Württemberg,48.69391,9.013058,2022
Leibnizstraße,6/1,71032,Böblingen,Baden-Württemberg,48.693891,9.012996,2022
Leibnizstraße,6/1,71032,Böblingen,Baden-Württemberg,48.693872,9.012934,2022
Leibnizstraße,6/1,71032,Böblingen,Baden-Württemberg,48.693853,9.012874,2022
Leibnizstraße,6/1,71032,Böblingen,Baden-Württemberg,48.693834,9.012812,2022
Zeppelinstraße,25,88471,Laupheim,Baden-Württemberg,48.22173,9.87497,2022
Biberacherstr.,68,88471,Laupheim,Baden-Württemberg,,,2022
Fritz-Zubeil-Straße,0,14482,Potsdam,Brandenburg,,,2022
Wetzlarer Str.,54,14482,Potsdam,Brandenburg,,,2022
Wetzlarer Str.,54,14482,Potsdam,Brandenburg,,,2022
Freienwalder Str.,30 a-e,16225,Eberswalde,Brandenburg,52.829875,13.830186,2022
Freienwalder Str.,30 a-e,16225,Eberswalde,Brandenburg,52.829875,13.830186,2022
Leibnizstraße,6/1,71032,Böblingen,Baden-Württemberg,48.693814,9.012751,2022
Leibnizstraße,6/1,71032,Böblingen,Baden-Württemberg,48.693795,9.01269,2022
Leibnizstraße,6/1,71032,Böblingen,Baden-Württemberg,48.693776,9.012631,2022
Leibnizstraße,6/1,71032,Böblingen,Baden-Württemberg,48.693758,9.012567,2022
Industriestraße,39,54687,Arzfeld,Rheinland-Pfalz,50.09217,6.26552,2022
Im breiten Pfuhl,5,67365,Schwegenheim,Rheinland-Pfalz,54.021701,12.231856,2022
Im breiten Pfuhl,5,67365,Schwegenheim,Rheinland-Pfalz,54.021701,12.231856,2022
Mainzer Str.,2,76726,Germersheim,Rheinland-Pfalz,49.227183,8.371528,2022
Mainzer Straße,6,76726,Germersheim,Rheinland-Pfalz,49.228222,8.368179,2022
Hauptstr.,32,54675,Gleichlingen,Rheinland-Pfalz,,,2022
Hauptstr.,32,54675,Gleichlingen,Rheinland-Pfalz,,,2022
Ida-Ehre-Platz,1,71032,Böblingen,Baden-Württemberg,,,2022
Wolf-Hirth-Straße ,28,71034,Böblingen,Baden-Württemberg,,,2022
Wolf-Hirth-Straße ,28,71034,Böblingen,Baden-Württemberg,,,2022
Wolf-Hirth-Straße ,28,71034,Böblingen,Baden-Württemberg,,,2022
Leibnizstraße,6/1,71032,Böblingen,Baden-Württemberg,48.694359,9.012964,2022
Leibnizstraße,6/1,71032,Böblingen,Baden-Württemberg,48.694338,9.012902,2022
Leibnizstraße,6/1,71032,Böblingen,Baden-Württemberg,48.694319,9.012841,2022
Leibnizstraße,6/1,71032,Böblingen,Baden-Württemberg,48.6943,9.012779,2022
