Straße,Hausnummer,Postleitzahl,Ort,Bundesland,latitude,longitude,commissioning_date
Weststraße,51,9212,Limbach-Oberfrohna,Sachsen,50.855556,12.756111,2019
Kirschenhöfer Weg,78,19057,Schwerin,Mecklenburg-Vorpommern,,,2019
Niederrheinallee,283,47506,Neukirchen-Vluyn,Nordrhein-Westfalen,51.43813,6.537,2019
Parkstr.,1,88326,Aulendorf,Baden-Württemberg,47.954081,9.635787,2019
Poststr.,0,88326,Aulendorf,Baden-Württemberg,47.948889,9.641944,2019
Poststr.,0,88326,Aulendorf,Baden-Württemberg,47.948694,9.641833,2019
Zur neuen Brücke,0,1109,Dresden,Sachsen,51.115809,13.789693,2019
Zur neuen Brücke,0,1109,Dresden,Sachsen,51.115771,13.789655,2019
Zur neuen Brücke,0,1109,Dresden,Sachsen,51.115733,13.789625,2019
Zur neuen Brücke,4,1109,Dresden,Sachsen,51.11517,13.788768,2019
Wilhelmine-Reichard-Ring,1,1109,Dresden,Sachsen,51.123775,13.764601,2019
Breite Straße,3,25879,Stapel,Schleswig-Holstein,,,2019
Poststraße,2,93345,Hausen,Bayern,,,2019
An der Altmühl,0,93339,Riedenburg,Bayern,,,2019
Am Zwinger,14,33602,Bielefeld,Nordrhein-Westfalen,52.023295,8.528308,2019
Friedrich-Verleger-Straße,26,33602,Bielefeld,Nordrhein-Westfalen,52.023366,8.539075,2019
Häselriether Straße,9,98646,Hildburghausen,Thüringen,50.427001,10.711783,2019
Otto-Brenner-Straße,242,33604,Bielefeld,Nordrhein-Westfalen,52.005321,8.559395,2019
Rathausplatz,1,83471,Schönau a. Königssee,Bayern,,,2019
Über der Braake,6,27478,Cuxhaven/Altenbruch,Niedersachsen,53.824985,8.776909,2019
Äußerer Talhof,2,78532,Tuttlingen,Baden-Württemberg,47.95162,8.862759,2019
Eltastr.,1-5,78532,Tuttlingen,Baden-Württemberg,47.988956,8.795398,2019
Daimlerstr.,15,78532,Tuttlingen,Baden-Württemberg,47.993541,8.826812,2019
Zum Südtor,5,18147,Rostock,Mecklenburg-Vorpommern,,,2019
Joliot-Curie-Allee,25,18147,Rostock,Mecklenburg-Vorpommern,54.112406,12.137051,2019
Alte Dorfstr.,25,18146,Rostock,Mecklenburg-Vorpommern,,,2019
Hermann-Delius-Straße,4,33607,Bielefeld,Nordrhein-Westfalen,52.022881,8.548728,2019
Seestraße,15,18119,Rostock,Mecklenburg-Vorpommern,54.180061,12.080923,2019
Von-Hindenburg-Allee,12,83471,Berchtesgaden,Bayern,47.628019,12.996075,2019
Eltastr.,1-5,78532,Tuttlingen,Baden-Württemberg,47.988175,8.795829,2019
Am Bahnhof,2,59505,Bad Sassendorf,Nordrhein-Westfalen,51.585998,8.162568,2019
Bahnhofstr.,38,59505,Bad Sassendorf,Nordrhein-Westfalen,51.586093,8.164199,2019
Arnsberger Str.,30,59494,Soest,Nordrhein-Westfalen,,,2019
Am Bohnenpfad,2,59494,Soest,Nordrhein-Westfalen,51.552761,8.098855,2019
Am Bohnenpfad,2,59494,Soest,Nordrhein-Westfalen,51.552761,8.098855,2019
Stader Straße,67a,21762,Otterndorf,Niedersachsen,53.809198,8.911279,2019
Richard-Voss-Straße,30,83471,Schönau am Königssee,Bayern,,,2019
Connekt,10,97318,Kitzingen,Bayern,,,2019
Kaiserstr.,4,97318,Kitzingen,Bayern,,,2019
am Weingarten,2,96160,Geiselwind,Bayern,,,2019
Goldaper Straße,4,33605,Bielefeld,Nordrhein-Westfalen,52.003176,8.587294,2019
Wangener Str.,90,88299,Leutkirch,Baden-Württemberg,47.822561,10.007333,2019
Hauptstraße,20-28,88289,Waldburg,Baden-Württemberg,47.757094,9.712227,2019
Segnitzer Straße,1,97320,Sulzfeld am MAin,Bayern,49.706449,10.12981,2019
Kirchplatz,4,88284,Wolpertswende,Baden-Württemberg,47.89436,9.61259,2019
Schwommengasse,2,88273,Fronreute,Baden-Württemberg,47.864712,9.589448,2019
Hauptstr.,13,88273,Fronreute,Baden-Württemberg,47.863688,9.588344,2019
Goerdelerstraße,52,18069,Rostock,Mecklenburg-Vorpommern,54.099579,12.072991,2019
Fischerweg,408,18069,Rostock,Mecklenburg-Vorpommern,54.117541,12.084576,2019
Seidenstückerweg,6,59494,Soest,Nordrhein-Westfalen,51.558149,8.133895,2019
Kirch Weg,18,59494,Soest,Nordrhein-Westfalen,51.548307,8.132187,2019
Kirchweg,14,59494,Soest,Nordrhein-Westfalen,51.547166,8.133465,2019
Papenstraße,152,27472,Cuxhaven,Niedersachsen,53.851857,8.714859,2019
Abschnede,195,27472,Cuxhaven,Niedersachsen,53.844136,8.698675,2019
Rohdestraße,2,27472,Cuxhaven,Niedersachsen,53.862446,8.697415,2019
Schmarler Damm,5,18069,Rostock,Mecklenburg-Vorpommern,54.124371,12.082357,2019
Linzer Straße,36,18069,Rostock,Mecklenburg-Vorpommern,54.098751,12.086303,2019
Kornstraße,46,88263,Horgenzell,Baden-Württemberg,47.802978,9.498394,2019
Gossetsweiler,17,88263,Horgenzell,Baden-Württemberg,47.796587,9.505607,2019
Tessiner Straße,96,18055,Rostock,Mecklenburg-Vorpommern,54.080712,12.19099,2019
Hermannstraße,32,18055,Rostock,Mecklenburg-Vorpommern,54.084076,12.135944,2019
Am Vögenteich,25,18055,Rostock,Mecklenburg-Vorpommern,54.086782,12.126442,2019
An der Nordstr.,4,24989,Dollerup,Schleswig-Holstein,54.783749,9.671981,2019
Pütterweg,1,18059,Rostock,Mecklenburg-Vorpommern,54.076769,12.120325,2019
Nelly Sachs Straße,4,27612,Loxstedt,Niedersachsen,53.441822,8.58741,2019
Heuerwerth,1,59469,Ense,Nordrhein-Westfalen,51.490214,7.995675,2019
Buntekuhstraße,15z,59457,Werl,Nordrhein-Westfalen,,,2019
Am Rykenberg,3z,59457,Werl,Nordrhein-Westfalen,,,2019
Auf dem Engern,900z,59457,Werl,Nordrhein-Westfalen,,,2019
Grafenstraße,9,59457,Werl,Nordrhein-Westfalen,,,2019
Grafenstraße,9,59457,Werl,Nordrhein-Westfalen,,,2019
Grafenstraße,25,59457,Werl,Nordrhein-Westfalen,,,2019
Schillingallee,71,18057,Rostock,Mecklenburg-Vorpommern,54.085508,12.100185,2019
Marktplatz,2,88255,Baienfurt,Baden-Württemberg,47.828347,9.651152,2019
Campus Handwerk,1,33613,Bielefeld,Nordrhein-Westfalen,52.032037,8.535444,2019
Campus Handwerk,1,33613,Bielefeld,Nordrhein-Westfalen,52.032037,8.535444,2019
Köhlenweg,12,97342,Marktsteft,Bayern,49.63849,10.11904,2019
Ettishofer Straße,6,88250,Weingarten,Baden-Württemberg,47.812773,9.635556,2019
Morgenbreede,1,33615,Bielefeld,Nordrhein-Westfalen,52.039863,8.491555,2019
Morgenbreede,1,33615,Bielefeld,Nordrhein-Westfalen,52.039863,8.491555,2019
Hafnergasse,0,88239,Wangen im Allgäu,Baden-Württemberg,,,2019
Bahnhofstraße,5,88239,Wangen im Allgäu,Baden-Württemberg,,,2019
An der Rosenhöhe,5,33647,Bielefeld,Nordrhein-Westfalen,51.983446,8.526454,2019
An der Rosenhöhe,11,33647,Bielefeld,Nordrhein-Westfalen,51.983646,8.527499,2019
Spitalweg,11,78567,Fridingen an der Donau,Baden-Württemberg,48.018671,8.926025,2019
Deilinger Str.,47,78564,Wehingen,Baden-Württemberg,48.149587,8.788165,2019
Grafenstraße,25,59457,Werl,Nordrhein-Westfalen,,,2019
Lohdieksweg,6,59457,Werl,Nordrhein-Westfalen,,,2019
Hedwig Dransfeld Straße,23,59457,Werl,Nordrhein-Westfalen,,,2019
Siemensstraße,7,88239,Wangen,Baden-Württemberg,47.696577,9.822768,2019
Kellerbühlstraße,15,88239,Wangen,Baden-Württemberg,47.640403,9.76165,2019
Scherrichmühlweg,14,88239,Wangen im Allgäu,Baden-Württemberg,47.87597,9.38344,2019
Spitalstraße,16,88239,Wangen,Baden-Württemberg,47.68657,9.83504,2019
Bahnhofstr.,5,88239,Wangen,Baden-Württemberg,47.68667,9.83158,2019
Hoheimer Weg,2-4,97350,Mainbernheim,Bayern,,,2019
An der Schießstätte,1,97350,Mainbernheim,Bayern,,,2019
Vor Luitgardhof,1,97348,Markt Einersheim,Bayern,49.68747,10.66119,2019
Henleinstr.,1a,28816,Stuhr,Niedersachsen,53.027155,8.803107,2019
Auf dem großen Ruhm,91-83,21465,Wentorf,Schleswig-Holstein,53.518385,10.25017,2019
Max-Planck-Str.,1,28816,Stuhr,Niedersachsen,53.02094,8.766428,2019
Kerschensteinerstr.,8,83395,Freilassing,Bayern,,,2019
Kirchstr.,5,78580,Bärenthal,Baden-Württemberg,48.073269,8.927233,2019
Siegener Straße,6,57339,Erndtebrück,Nordrhein-Westfalen,50.988651,8.253636,2019
Vor Luitgradhof,1,97348,Markt Einersheim,Bayern,49.68747,10.29251,2019
Am Bahnhof,7,97346,Iphofen,Bayern,,,2019
Einersheimerstraße,7,97346,Iphofen,Bayern,49.702735,10.264324,2019
Einersheimerstraße,7,97346,Iphofen,Bayern,49.702735,10.264324,2019
Am Traugraben,2,97342,Marktsteft,Bayern,,,2019
Föhrenstraße,2b,33649,Bielefeld,Nordrhein-Westfalen,51.969998,8.463506,2019
Rathausplatz,3,78604,Rietheim-Weilheim,Baden-Württemberg,48.0376,8.78215,2019
Rathausplatz,3,78604,Rietheim-Weilheim,Baden-Württemberg,48.037672,8.782167,2019
Auf dem Klippeneck,4/1,78588,Denkingen,Baden-Württemberg,48.1088,8.73581,2019
Hauptstr,44,78588,Denkingen,Baden-Württemberg,48.1088,8.73581,2019
Alpenstraße,1,83395,Freilassing,Bayern,,,2019
Henleinstr.,1a,28816,Stuhr,Niedersachsen,53.027155,8.803107,2019
Rathausplatz,1,61184,Karben,Hessen,50.233217,8.762035,2019
Untere Baumwiese,0,61184,Karben,Hessen,50.233632,8.768804,2019
Lindemann-Platz,3,33689,Bielefeld,Nordrhein-Westfalen,51.945373,8.584286,2019
Schweinfurtherstraße,8940,97359,Münsterschwarzach,Bayern,49.803611,10.229444,2019
Schweinfurterstraße,0,97359,Schwarzach,Bayern,49.80357,10.22969,2019
Haidt Süd,0,97355,Kleinlangheim,Bayern,49.779352,10.246493,2019
Haidt Süd,0,97355,Kleinlangheim,Bayern,49.779352,10.246493,2019
Haidt Süd,0,97355,Kleinlangheim,Bayern,49.779352,10.246493,2019
Haidt Süd,0,97355,Kleinlangheim,Bayern,49.779352,10.246493,2019
Haidt Nord,0,97355,Kleinlangheim,Bayern,49.780852,10.244797,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Flugplatz Siegerland,0,57299,Burbach,Nordrhein-Westfalen,50.777037,8.075186,2019
Im Bruch,16,28844,Weyhe,Niedersachsen,52.984675,8.843576,2019
Schlosshof,2,95517,Emtmannsberg,Bayern,49.89298,11.6461,2019
Haidt Nord,0,97355,Kleinlangheim,Bayern,49.780852,10.244797,2019
Haidt Nord,0,97355,Kleinlangheim,Bayern,49.780852,10.244797,2019
Haidt Nord,0,97355,Kleinlangheim,Bayern,49.780852,10.244797,2019
Seegartenstr.,5,97355,Wiesenbronn,Bayern,49.74937,10.30457,2019
Carl-Benz Str.,1,61191,Rosbach vor der Höhe,Hessen,50.293838,8.694498,2019
Travestraße,28,33689,Bielefeld,Nordrhein-Westfalen,51.953566,8.590812,2019
Am Lagerplatz,8,1099,Dresden,Sachsen,,,2019
Werningshof,37,33719,Bielefeld,Nordrhein-Westfalen,52.039153,8.595319,2019
Straßheimer Str.,51,61169,Friedberg,Hessen,,,2019
Schulhausstraße,40,79713,Bad Säckingen,Baden-Württemberg,47.550433,7.941245,2019
Nagaistraße,3,79713,Bad Säckingen,Baden-Württemberg,47.563354,7.943602,2019
Weidener Str.,24,95469,Speichersdorf,Bayern,49.87533,11.7764,2019
Bahnhofstr.,13,95469,Speichersdorf,Bayern,49.87047,11.77513,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Alte Frankfurter Str.,15,61118,Bad Vilbel,Hessen,50.16811,8.72975,2019
Am Milchhof,1,95326,Kulmbach,Bayern,,,2019
Sprungbachstr.,15-19,33689,Bielefeld,Nordrhein-Westfalen,,,2019
Platz des Friedens,0A,1108,Dresden,Sachsen,51.140075,13.801372,2019
Vor dem Brückentor,11,37269,Eschwege,Hessen,,,2019
Kirchgasse,0,37269,Eschwege,Hessen,,,2019
Autobahn,0,57258,Freudenberg,Nordrhein-Westfalen,50.879832,7.935427,2019
Autobahnraststätte Siegerland Ost,0,57258,Freudenberg,Nordrhein-Westfalen,50.877603,7.945751,2019
Hauptstrasse,28,79730,Murg,Baden-Württemberg,47.553585,8.019521,2019
Bautzner Landstraße,0A,1328,Dresden,Sachsen,51.061191,13.885195,2019
Tullastr.,12,79713,Bad Säckingen,Baden-Württemberg,47.553122,7.934753,2019
Albert-Gerspach-Allee,8,79713,Bad Säckingen,Baden-Württemberg,47.555401,7.950105,2019
Albert-Gerspach-Allee,8,79713,Bad Säckingen,Baden-Württemberg,47.555401,7.950105,2019
Lohgerbe,19,79713,Bad Säckingen,Baden-Württemberg,47.553606,7.946605,2019
Lohgerbe,19,79713,Bad Säckingen,Baden-Württemberg,47.553606,7.946605,2019
Lohgerbe,19,79713,Bad Säckingen,Baden-Württemberg,47.553606,7.946605,2019
Mangelgasse,0,37269,Wanfried,Hessen,,,2019
Mangelgasse,0,37269,Eschwege,Hessen,,,2019
Am Sachsenring,2,9353,Oberlungwitz,Sachsen,50.789717,12.694632,2019
Am Sachsenring,2,9353,Oberlungwitz,Sachsen,50.789743,12.694698,2019
Am Sachsenring,2,9353,Oberlungwitz,Sachsen,50.789732,12.69477,2019
Am Sachsenring,1A,9353,Oberlungwitz,Sachsen,50.789401,12.693997,2019
Am Bahnhof,6,9337,Hohenstein-Ernstthal,Sachsen,50.798962,12.707691,2019
Berliner Straße,8,37247,Großalmerode,Hessen,51.257996,9.792001,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Kirchstr.,11,79736,Rickenbach,Baden-Württemberg,47.620759,7.980643,2019
Marktplatz,2,79733,Görwihl,Baden-Württemberg,47.64127,8.07813,2019
Haennerstrasse,6,79730,Murg,Baden-Württemberg,47.582398,8.032507,2019
Lechwiesen Nord,0,86899,Landsberg am Lech,Bayern,48.05958,10.846766,2019
Lechwiesen Nord,0,86899,Landsberg am Lech,Bayern,48.05958,10.846766,2019
Lechwiesen Nord,0,86899,Landsberg am Lech,Bayern,48.05958,10.846766,2019
Lechwiesen Nord,0,86899,Landsberg am Lech,Bayern,48.05958,10.846766,2019
Am Penzinger Feld,15,86899,Landsberg am Lech,Bayern,48.053807,10.890347,2019
Am Penzinger Feld,15,86899,Landsberg am Lech,Bayern,48.053727,10.890202,2019
Am Penzinger Feld,15,86899,Landsberg am Lech,Bayern,48.053768,10.89023,2019
Lechwiesen Süd,0,86899,Landsberg am Lech,Bayern,48.05813,10.847411,2019
Lechwiesen Süd,0,86899,Landsberg am Lech,Bayern,48.05813,10.847411,2019
Lechwiesen Süd,0,86899,Landsberg am Lech,Bayern,48.05813,10.847411,2019
Lechwiesen Süd,0,86899,Landsberg am Lech,Bayern,48.05813,10.847411,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Am Winklerfelde,1,28857,Syke,Niedersachsen,,,2019
Berliner Str.,502,34298,Helsa Wickenrode,Hessen,51.25779,9.729154,2019
Landrat-Müller-Hahl-Straße,15,86916,Kaufering,Bayern,48.088376,10.874848,2019
Am Penzinger Feld,1,86899,Landsberg am Lech,Bayern,,,2019
Glücksburger Straße,1a,24975,Husby,Schleswig-Holstein,54.765917,9.575831,2019
Flensburger Str.,36,24975,Husby,Schleswig-Holstein,54.76551,9.577511,2019
Meiereistraße,10,24972,Steinbergkirche,Schleswig-Holstein,54.756551,9.756354,2019
Hofer Str.,8,9355,Gersdorf,Sachsen,,,2019
Friedenstraße,6,88212,Ravensburg,Baden-Württemberg,47.787846,9.617234,2019
Milser Straße,44,33729,Bielefeld,Nordrhein-Westfalen,52.057638,8.610426,2019
Milser Straße,44,33729,Bielefeld,Nordrhein-Westfalen,52.057638,8.610426,2019
Hauptstraße,92,77830,Bühlertal,Baden-Württemberg,48.686691,8.187434,2019
Christstr.,9,44789,Bochum,Nordrhein-Westfalen,51.470899,7.219138,2019
Christstr.,11,44789,Bochum,Nordrhein-Westfalen,51.470789,7.218877,2019
Landshuter Straße,10,84051,Essenbach/Oberahrain,Bayern,,,2019
Landshuter Straße,12,84051,Essenbach/Oberahrain,Bayern,,,2019
Deverweg,29,26817,Papenburg,Niedersachsen,53.084101,7.385564,2019
Niedersachsenweg,25,49406,Barnstdorf,Niedersachsen,52.704484,8.493313,2019
Karl-Ziegler-Str.,4,79761,Waldshut-Tiengen,Baden-Württemberg,,,2019
Weidenauer Str.,217-225,57076,Siegen,Nordrhein-Westfalen,,,2019
Schildgasse,7,79790,Küssaberg-Rheinheim,Baden-Württemberg,47.586924,8.304186,2019
Riedstrasse,1,79787,Lauchringen,Baden-Württemberg,47.62827,8.314657,2019
Am Golfplatz,1-3,79780,Stühlingen,Baden-Württemberg,,,2019
Hauptstrasse,0,79780,Stühlingen,Baden-Württemberg,47.746306,8.45,2019
Hohlgasse,3,79777,Ühlingen-Birkendorf,Baden-Württemberg,47.750762,8.307544,2019
Bahnhofstraße,14,79774,Albruck,Baden-Württemberg,47.59212,8.13289,2019
Kirchstraße,98,26871,Papenburg,Niedersachsen,53.08594,7.400987,2019
Bahnhofstr.,40,26871,Papenburg,Niedersachsen,53.091694,7.392051,2019
Straubinger Str.,40,84051,Essenbach,Bayern,48.614381,12.2241,2019
Kirchplatz,1,84076,Pfeffenhausen,Bayern,,,2019
Umgehungsstraße,45,36341,Lauterbach,Hessen,50.641554,9.392389,2019
Am Einkaufszentrum,1,44791,Bochum,Nordrhein-Westfalen,,,2019
Am Einkaufszentrum,1,44791,Bochum,Nordrhein-Westfalen,,,2019
Am Einkaufszentrum,1,44791,Bochum,Nordrhein-Westfalen,,,2019
Am Einkaufszentrum,1,44791,Bochum,Nordrhein-Westfalen,,,2019
Am Einkaufszentrum,1,44791,Bochum,Nordrhein-Westfalen,,,2019
Am Einkaufszentrum,1,44791,Bochum,Nordrhein-Westfalen,,,2019
Am Einkaufszentrum,1,44791,Bochum,Nordrhein-Westfalen,,,2019
Am Einkaufszentrum,1,44791,Bochum,Nordrhein-Westfalen,,,2019
Alte Altenbergerstr.,36,1744,Dippoldiswalde,Sachsen,50.888916,13.668794,2019
Rabenauer Straße,41,1744,Dippoldiswalde,Sachsen,50.90609,13.6731,2019
Schulstraße,3,1738,Dorfhain,Sachsen,50.934752,13.563118,2019
Hauptstraße,83,1773,Altenberg,Sachsen,,,2019
Neugeorgenfeld,36,1773,Altenberg,Sachsen,50.735329,13.749073,2019
Altenberger Straße,1,1768,Glashütte,Sachsen,50.850682,13.781933,2019
Bürgerstrasse,7,79805,Eggingen,Baden-Württemberg,47.6984,8.39013,2019
Parthenstraße,4,4105,Leipzig,Sachsen,51.347986,12.373412,2019
Zwickauer Str.,55,4103,Leipzig,Sachsen,,,2019
Schwabenröder Straße,0,36304,Alsfeld,Hessen,50.760528,9.267837,2019
Meisenstr.,3,84100,Niederaichbach,Bayern,,,2019
Meisenstr.,4a,84100,Niederaichbach,Bayern,,,2019
Am Alten Theater,5,6844,Dessau-Roßlau,Sachsen-Anhalt,51.83382,12.24594,2019
Am Einkaufszentrum,1,44791,Bochum,Nordrhein-Westfalen,,,2019
Am Einkaufszentrum,1,44791,Bochum,Nordrhein-Westfalen,,,2019
Schleswiger Straße,1,24966,Sörup,Schleswig-Holstein,,,2019
Bahnhofstraße,1,24963,Tarp,Schleswig-Holstein,,,2019
Am Kugelrain,15,79837,Sankt Blasien,Baden-Württemberg,47.764643,8.123457,2019
Wallhausenstr.,60,57072,Siegen,Nordrhein-Westfalen,50.8623,8.002657,2019
Wallhausenstr.,60,57072,Siegen,Nordrhein-Westfalen,50.8623,8.002657,2019
Raststätte Peppenhoven Ost,0,55359,Rheinbach,Nordrhein-Westfalen,,,2019
Bundesstraße70,3,26892,Lehe,Niedersachsen,53.001227,7.344403,2019
Tastruper Weg,50,24943,Tastrup,Schleswig-Holstein,54.765799,9.47798,2019
Treenestraße,0,24896,Treia,Schleswig-Holstein,,,2019
Hauptstr.,42,24893,Taarstedt,Schleswig-Holstein,,,2019
An´t Doktorhuss,0,24887,Silberstedt,Schleswig-Holstein,,,2019
Hauptstr.,41,24887,Silberstedt,Schleswig-Holstein,,,2019
Landstr.,10,76596,Forbach,Baden-Württemberg,48.678597,8.358838,2019
Schwarzwaldstr.,48,76593,Gernsbach,Baden-Württemberg,48.773064,8.341393,2019
Salmenplatz,999,76593,Gernsbach,Baden-Württemberg,48.762966,8.338577,2019
Seyboldsdorfer Straße,0,84137,Vilsbiburg,Bayern,48.45157,12.35363,2019
Krankenhausstraße,0,84137,Vilsbiburg,Bayern,48.44492,12.3622,2019
Brückenstraße,0,84137,Vilsbiburg,Bayern,48.46959,12.34785,2019
Jahnweg,0,84137,Vilsbiburg,Bayern,48.44915,12.35077,2019
Gobener Straße,4a,84137,Vilsbiburg,Bayern,48.45715,12.36149,2019
Dieselstraße,12,26899,Rhede,Niedersachsen,,,2019
Amlingstadter Str.,45,96114,Hirschaid,Bayern,49.828358,10.990095,2019
Am Sportplatz,1,21509,Glinde,Schleswig-Holstein,53.543253,10.216759,2019
Buchenweg,5A,21509,Glinde,Schleswig-Holstein,53.534967,10.21876,2019
Möllner Landstraße,30,21509,Glinde,Schleswig-Holstein,53.54025,10.20284,2019
Rothaus,1,79865,Grafenhausen-Rothaus,Baden-Württemberg,47.795445,8.24496,2019
Färberanger,0,84137,Vilsbiburg,Bayern,48.44773,12.35362,2019
Am Alten Theater,5,6844,Dessau-Roßlau,Sachsen-Anhalt,51.83382,12.24594,2019
Im Blumenfeld,1,34593,Knüllwald-Remsfeld,Hessen,,,2019
Hauptstr.,9,84166,Adlkofen,Bayern,,,2019
Gartenstraße,1A,84155,Bodennkirchen,Bayern,48.39208,12.39063,2019
Ringstr.,5,76571,Gaggenau,Baden-Württemberg,48.818245,8.302521,2019
Rathausplatz,1,84172,Buch a.Erlbach,Bayern,,,2019
Giechburg,0,96110,Scheßlitz,Bayern,,,2019
Am Lindle,0,72336,Balingen,Baden-Württemberg,48.275939,8.850271,2019
Stingstrasse,17,72336,Balingen,Baden-Württemberg,48.272525,8.85365,2019
Schloßstrasse,174,72336,Balingen,Baden-Württemberg,48.27124,8.850871,2019
Schlüchtseeweg,7,79865,Grafenhausen,Baden-Württemberg,47.791274,8.248239,2019
Kopernikusstraße,0,53859,Niederkassel,Nordrhein-Westfalen,50.831936,7.022519,2019
Marktstraße,0,53859,Niederkassel,Nordrhein-Westfalen,50.792103,7.043394,2019
Kirchstraße,0,53859,Niederkassel,Nordrhein-Westfalen,50.828481,7.009864,2019
Willy-Brandt-Platz,0,53859,Niederkassel,Nordrhein-Westfalen,50.835258,7.0332,2019
Adenauerplatz,0,53859,Niederkassel,Nordrhein-Westfalen,50.774675,7.069661,2019
Rathausplatz,0,53859,Niederkassel,Nordrhein-Westfalen,50.813211,7.035511,2019
Beckergasse,52,53859,Niederkassel,Nordrhein-Westfalen,50.777948,7.067353,2019
Dieselstraße,12,26899,Rhede,Niedersachsen,,,2019
Kasseler Str.,2,34576,Homberg Efze,Hessen,51.040749,9.398271,2019
Hauptstr.,78,76479,Steinmauern,Baden-Württemberg,48.900022,8.199328,2019
Hauptstraße,78,76479,Steinmauern,Baden-Württemberg,48.900547,8.1994,2019
Rastatter Str.,4,76467,Bietigheim,Baden-Württemberg,48.909522,8.252883,2019
Robert-Koch-Str.,5,96215,Lichtenfels,Bayern,50.137815,11.074781,2019
Eichenweg,15,96215,Lichtenfels,Bayern,50.146474,11.085605,2019
Am Marktplatz,5,96215,Lichtenfels,Bayern,50.146382,11.062725,2019
Demmeljochstr.,3,83646,Bad Tölz,Bayern,,,2019
Am Kirchplatz,8,48499,Salzbergen,Niedersachsen,52.323902,7.348745,2019
Dr.-Josef-Stockmann-Str.,0,48499,Salzbergen,Niedersachsen,52.324803,7.347786,2019
Wessendorfstraße,11,48499,Salzbergen,Niedersachsen,52.321142,7.348212,2019
Am Knock,6,9505,Litzendorf,Bayern,,,2019
Josef-Kitz-Strasse,26,53840,Troisdorf,Nordrhein-Westfalen,,,2019
Josef-Kitz-Str,26,53840,Troisdorf,Nordrhein-Westfalen,,,2019
Lange Str.,24,72336,Balingen,Baden-Württemberg,48.259586,8.849414,2019
Lange Straße,45,72336,Balingen,Baden-Württemberg,48.258731,8.850212,2019
Am Stadtgraben,9,96215,Lichtenfels,Bayern,50.144833,11.063453,2019
Am Stadtgraben,9,96215,Lichtenfels,Bayern,50.144833,11.063453,2019
Pabstenweg,9,96215,Lichtenfels,Bayern,50.147885,11.065859,2019
Pabstenweg,9,96215,Lichtenfels,Bayern,50.147885,11.065859,2019
August Scherer Str.,3,76456,Kuppenheim,Baden-Württemberg,48.8276,8.2815,2019
Gesundheitscampus-Süd,15,44801,Bochum,Nordrhein-Westfalen,,,2019
Gesundheitscampus,15-17,44801,Bochum,Nordrhein-Westfalen,,,2019
Obertor,8,34305,Niedenstein,Hessen,,,2019
Obertor,8,34305,Niedenstein,Hessen,51.236481,9.313374,2019
Jahnstr.,10-12,34286,Spangenberg,Hessen,51.11544,9.662255,2019
Am Lindle,0,72336,Balingen,Baden-Württemberg,,,2019
Friedrichstraße,0,72336,Balingen,Baden-Württemberg,,,2019
Stingstraße,17,72336,Balingen,Baden-Württemberg,,,2019
Charlottenstraße,25,72336,Balingen,Baden-Württemberg,,,2019
Fürstenbergstraße,7,49716,Meppen,Niedersachsen,52.682704,7.295721,2019
Am Neuen Markt,4,49716,Meppen,Niedersachsen,52.690512,7.289195,2019
Badstraße,2,76456,Kuppenheim,Baden-Württemberg,48.829578,8.267121,2019
Pareg,8,88131,Lindau (B),Bayern,47.59358,9.68269,2019
Kemptener Str.,1,88131,Lindau (B),Bayern,47.55352,9.703,2019
Untere Steig,2,88131,Bodolz,Bayern,47.56467,9.66571,2019
Schwarzenberger Weg,93,34212,Melsungen,Hessen,,,2019
Schlothweg,0,34212,Melsungen,Hessen,,,2019
Sparkassenplatz,0,34212,Melsungen,Hessen,,,2019
Rotenburger Straße,0,34212,Melsungen,Hessen,,,2019
Schwalbenweg,0,34212,Melsungen,Hessen,,,2019
Hauptstraße,62,65529,Waldems-Bermbach,Hessen,,,2019
Hauptstraße,62,65529,Waldems-Bermbach,Hessen,50.236212,8.316018,2019
Hansastr.,50,1097,Dresden,Sachsen,51.07191,13.74053,2019
Hauptstraße,8,72364,Obernheim,Baden-Württemberg,48.16291,8.860409,2019
Robert-Koch-Straße,5,72359,Dotternhausen,Baden-Württemberg,48.232609,8.794298,2019
Bergstraße,1,49733,Haren,Niedersachsen,52.786306,7.281311,2019
