Straße,Hausnummer,Postleitzahl,Ort,Bundesland,latitude,longitude,commissioning_date
Siglfinger Straße,50,85435,Erding,Bayern,48.31124,11.8968,2019
Südstrand,1,26382,Wilhelmshaven,Niedersachsen,53.508782,8.118578,2019
Südstrand,96,26382,Wilhelmshaven,Niedersachsen,53.508782,8.118578,2019
Rathausplatz,0,26382,Wilhelmshaven,Niedersachsen,53.527962,8.110131,2019
Museumsplatz,1,74889,Sinsheim,Baden-Württemberg,49.23823,8.89801,2019
Museumsplatz,1,74889,Sinsheim,Baden-Württemberg,49.23823,8.89803,2019
"Schwarzwaldstr. 7/1, A6 Richtung Heilbronn",5-8,74889,Sinsheim,Baden-Württemberg,49.241017,8.879488,2019
Indstriestraße Nord,0,38239,Salzgitter,Niedersachsen,,,2019
Indstriestraße Nord,0,38239,Salzgitter,Niedersachsen,,,2019
Windmühlenbergstraße,20,38259,Salzgitter,Niedersachsen,52.04733,10.380983,2019
Konrottstraße,3,49492,Westerkappeln,Nordrhein-Westfalen,52.314808,7.87812,2019
Wilhelmstraße,102,37308,Heilbad Heiligenstadt,Thüringen,51.223676,10.83702,2019
Köschinger Forst West,0,85120,Hepberg,Bayern,48.837071,11.469323,2019
Köschinger Forst West,0,85120,Hepberg,Bayern,48.837071,11.469323,2019
Köschinger Forst Ost,0,85120,Hepberg,Bayern,48.836599,11.472234,2019
Köschinger Forst Ost,0,85120,Hepberg,Bayern,48.836599,11.472234,2019
Köschinger Forst Ost,0,85120,Hepberg,Bayern,48.836599,11.472234,2019
Köschinger Forst Ost,0,85120,Hepberg,Bayern,48.836599,11.472234,2019
Trattendorfer Str.,5,1239,Dresden,Sachsen,51.00968,13.80084,2019
Sägewerkstraße,6,78727,Oberndorf,Baden-Württemberg,48.296011,8.575718,2019
Osnabrücker Straße,25,49492,Westerkappeln,Nordrhein-Westfalen,52.313414,7.883701,2019
Osnabrücker Straße,25,49492,Westerkappeln,Nordrhein-Westfalen,52.313414,7.883701,2019
Konrottstraße,3,49492,Westerkappeln,Nordrhein-Westfalen,52.314915,7.878162,2019
Hanfriedenstraße,22,49492,Westerkappeln,Nordrhein-Westfalen,52.316607,7.883693,2019
Marktplatz,2,91809,Wellheim,Bayern,48.81779,11.08039,2019
Martin-Luther-Platz,4,38259,Salzgitter,Niedersachsen,52.056615,10.371478,2019
Schwarzwaldstr.,5,74889,Sinsheim,Baden-Württemberg,49.244431,8.878935,2019
Dorfstr.,21,49549,Ladbergen,Nordrhein-Westfalen,,,2019
Parkplatz an der Post,7,49545,Tecklenburg,Nordrhein-Westfalen,,,2019
Am Sportpark,9,38239,Salzgitter,Niedersachsen,52.191995,10.48042,2019
Münchner Str.,57,85452,Eichenried,Bayern,,,2019
Münchner Str.,57,85452,Eichenried,Bayern,,,2019
Lohstraße,28,85445,Schwaig,Bayern,,,2019
Eschenallee,9,85445,Schwaig,Bayern,,,2019
Lohstraße,26,85445,Schwaig,Bayern,,,2019
Eschenallee,9,85445,Schwaig,Bayern,,,2019
Försterstr.,12,85110,Kipfenberg,Bayern,48.94969,11.39319,2019
Am Pfannenstiel,18,85101,Lenting,Bayern,,,2019
Ostlandstrasse,8,78739,Hardt,Baden-Württemberg,48.184889,8.410173,2019
Langer Weg,0A,1239,Dresden,Sachsen,50.999316,13.799361,2019
Langer Weg,0A,1239,Dresden,Sachsen,50.999358,13.79939,2019
Langer Weg,0A,1239,Dresden,Sachsen,50.999369,13.799377,2019
Langer Weg,0A,1239,Dresden,Sachsen,50.999323,13.799343,2019
Osnabrücker Str.,142,49477,Ibbenbüren,Nordrhein-Westfalen,52.28611,7.739249,2019
Köschinger Forst West,0,85120,Hepberg,Bayern,48.837071,11.469323,2019
Köschinger Forst West,0,85120,Hepberg,Bayern,48.837071,11.469323,2019
Karl-Kurz-Straße,44-1,74523,Schwäbisch Hall,Baden-Württemberg,49.096827,9.761828,2019
Karl-Kurz-Straße,44-1,74523,Schwäbisch Hall,Baden-Württemberg,49.096737,9.761962,2019
Karl-Kurz-Straße,44,74523,Schwäbisch Hall,Baden-Württemberg,49.095971,9.761424,2019
Karl-Kurz-Straße,44,74523,Schwäbisch Hall,Baden-Württemberg,49.095985,9.761262,2019
Karl-Kurz-Straße,44,74523,Schwäbisch Hall,Baden-Württemberg,49.095972,9.76138,2019
Unterlimpurgerstraße,1,74523,Schwäbisch Hall,Baden-Württemberg,49.110591,9.738353,2019
Weilerwiese,7,74523,Schwäbisch Hall,Baden-Württemberg,49.116925,9.732841,2019
Salinenstraße,10/1,74523,Schwäbisch Hall,Baden-Württemberg,49.115596,9.73491,2019
Salinenstraße,35,74523,Schwäbisch Hall,Baden-Württemberg,49.12111,9.735114,2019
Raiffeisenstraße,43,74523,Schwäbisch-Hall,Baden-Württemberg,49.111188,9.795035,2019
Nestelbergstraße,8,74429,Sulzbach-Laufen,Baden-Württemberg,48.960316,9.849417,2019
Moosbachstraße,27,74424,Bühlertann,Baden-Württemberg,49.041479,9.917203,2019
Pfahldorfer Str.,8,85110,Kipfenberg,Bayern,,,2019
Viktoriastr.,5,44532,Lünen,Nordrhein-Westfalen,51.608953,7.522998,2019
Graf-Adolf-Str.,0,44532,Lünen,Nordrhein-Westfalen,51.613769,7.520343,2019
An der Kohlenbahn,0,44532,Lünen,Nordrhein-Westfalen,51.589016,7.540003,2019
Veilchenweg,10,44532,Lünen,Nordrhein-Westfalen,51.596128,7.557722,2019
Borker Str.,56-58,44534,Lünen,Nordrhein-Westfalen,51.621294,7.517575,2019
Im Hagen,0,44534,Lünen,Nordrhein-Westfalen,51.614925,7.519879,2019
Weddemweg,10,38229,Salzgitter,Niedersachsen,52.107161,10.357266,2019
Eisenerzstraße,78,38229,Salzgitter,Niedersachsen,52.114921,10.3483,2019
Humboldtallee,50,38228,Salzgitter,Niedersachsen,52.149,10.302555,2019
Brokenlande Ost,0,24623,Großenaspe,Schleswig-Holstein,54.014218,9.933268,2019
Brokenlande Ost,0,24623,Großenaspe,Schleswig-Holstein,54.014218,9.933268,2019
Brokenlande Ost,0,24623,Großenaspe,Schleswig-Holstein,54.014218,9.933268,2019
Brokenlande Ost,0,24623,Großenaspe,Schleswig-Holstein,54.014218,9.933268,2019
Karl-Kurz-Straße,44-1,74523,Schwäbisch Hall,Baden-Württemberg,49.096813,9.761746,2019
Am Dorfkrug,1,38239,Salzgitter,Niedersachsen,52.185972,10.484505,2019
Lichtendorf Süd,0,58239,Schwerte,Nordrhein-Westfalen,51.467206,7.594438,2019
Lichtendorf Süd,0,58239,Schwerte,Nordrhein-Westfalen,51.467206,7.594438,2019
Lichtendorf Süd,0,58239,Schwerte,Nordrhein-Westfalen,51.467206,7.594438,2019
Am Brambusch,26,44536,Lünen,Nordrhein-Westfalen,51.604235,7.451614,2019
Cappenberger Str.,25,44534,Lünen,Nordrhein-Westfalen,,,2019
am Bach,5,85659,Forstern,Bayern,48.19124,11.97187,2019
Westfalenstraße,61,38226,Salzgitter,Niedersachsen,52.16539,10.308257,2019
Zum Salzgittersee,25,38226,Salzgitter,Niedersachsen,52.152612,10.314848,2019
Flottkamp,34,24568,Kaltenkirchen,Schleswig-Holstein,,,2019
Buchenbühler Str.,15,90562,Kalchreuth,Bayern,49.55362,11.12781,2019
Am Festplatz,1,90562,Heroldsberg,Bayern,49.53335,11.1533,2019
Östringer Weg,0,49090,Osnabrück,Niedersachsen,,,2019
An der Bornau,2,49090,Osnabrück,Niedersachsen,52.287315,8.031141,2019
Im Haseesch,6,49090,Osnabrück,Niedersachsen,52.302016,8.050139,2019
Lichtendorf Süd,0,58239,Schwerte,Nordrhein-Westfalen,51.467206,7.594438,2019
Münchener Straße,21,91074,Herzogenaurach,Bayern,49.577222,10.907778,2019
Münchener Straße,2,91074,Herzogenaurach,Bayern,49.578333,10.907778,2019
Werner-Heisenberg-Straße,10,91074,Herzogenaurach,Bayern,49.579501,10.881568,2019
Erdingerstr.,34,85646,Anzing,Bayern,48.157391,11.854364,2019
Martin-Ludwig-Straße,15,85080,Gaimersheim,Bayern,48.80494,11.36191,2019
Tuchenbacher Straße,0,91074,Herzogenaurach,Bayern,49.55689,10.9171,2019
Fasanenweg,0,91074,Herzogenaurach,Bayern,49.55687,10.91743,2019
Wiesengrund,1,91074,Herzogenaurach,Bayern,49.57056,10.87556,2019
An der Schütt,10,91074,Herzogenaurach,Bayern,49.56767,10.88073,2019
INA-Ring,22,91074,Herzogenaurach,Bayern,49.5725,10.89027,2019
Rathausplatz,1,90619,Kalchreuth,Bayern,49.45629,10.5942,2019
Bamberger Str.,38,91074,Herzogenaurach,Bayern,,,2019
Abbestraße,8,37327,Leinefelde-Worbis,Thüringen,51.388794,10.340759,2019
Herderstraße,1,37327,Leinefelde,Thüringen,51.387639,10.321611,2019
Am Mühlweg,28,91085,Weisendorf,Bayern,49.6265,10.83699,2019
Atzelsberger Str.,18,91080,Marloffstein,Bayern,49.61835,11.06212,2019
Mönkedieckstraße,14,49088,Osnabrück,Niedersachsen,52.298771,8.060541,2019
Meller Straße,22,49082,Osnbrück,Niedersachsen,52.265911,8.054911,2019
Ringstraße,46,91341,Röttenbach,Bayern,49.668278,10.926306,2019
Ringstraße,46,91341,Röttenbach,Bayern,49.668278,10.926306,2019
Ringstraße,46,91341,Röttenbach,Bayern,49.668278,10.926306,2019
Schwarzenbacher Ring,9,91315,Höchstadt/Aisch,Bayern,,,2019
Düstruper Straße,0,49086,Osnabrück,Niedersachsen,,,2019
Im Nahnerfeld,0,49084,Osnabrück,Niedersachsen,52.247261,8.064821,2019
Heilgenweg,127,49084,Osnabrück,Niedersachsen,52.280851,8.082961,2019
Von-Pechmann-Straße,18,91077,Neunkirchen,Bayern,49.6107,11.13082,2019
Raststätte Steigerwald Süd,0,96193,Wachenroth,Bayern,,,2019
Marktplatz,9,96172,Mühlhausen,Bayern,49.75339,10.77593,2019
An der Reichsbahn,13,49477,Ibbenbüren,Nordrhein-Westfalen,52.279047,7.718122,2019
Tecklenburger Straße,11,49477,Ibbenbüren,Nordrhein-Westfalen,52.260693,7.790222,2019
Kurze Straße,2,49477,Ibbenbüren,Nordrhein-Westfalen,52.274146,7.716945,2019
An der Umfluth,99,49477,Ibbenbüren,Nordrhein-Westfalen,52.262471,7.729087,2019
Laggenbecker Str.,16,49477,Ibbenbüren,Nordrhein-Westfalen,52.276803,7.722518,2019
Sutthauser Str.,292,49080,Osnabrück,Niedersachsen,,,2019
Limberger Straße,42,49080,Osnabrück,Niedersachsen,52.264201,8.036631,2019
Südliche Bergstraße,3,69469,Weinheim,Baden-Württemberg,49.527776,8.656796,2019
Rathausstraße,7,69253,Heiligkreuzsteinach,Baden-Württemberg,49.485795,8.795633,2019
In den Petersgärten,0,69251,Gaiberg,Baden-Württemberg,49.367868,8.75099,2019
Bahnhofstraße,1,69250,Schönau,Baden-Württemberg,49.430746,8.811931,2019
Altneudorferstraße,73a,69250,Schönau,Baden-Württemberg,49.461194,8.805979,2019
Weinbrennerstraße,16,74547,Untermünkheim,Baden-Württemberg,49.15349,9.736141,2019
Am Richtbach,10,74547,Untermünkheim,Baden-Württemberg,49.178646,9.710472,2019
Am Zwinger,6,74541,Vellberg,Baden-Württemberg,49.087118,9.880363,2019
Am Moosbach,6,74535,Mainhardt,Baden-Württemberg,49.075898,9.559443,2019
Steinbeisweg,42 a-b,74523,Schwäbisch Hall,Baden-Württemberg,49.105024,9.698158,2019
Ahornstraße,31,85614,Kirchseeon,Bayern,48.08001,11.87231,2019
Lotterstraße,43,49078,Osnabrück,Niedersachsen,52.275,8.04347,2019
Lotterstraße,43,49078,Osnabrück,Niedersachsen,52.275,8.04347,2019
Lotterstraße,43,49078,Osnabrück,Niedersachsen,52.275,8.04347,2019
Natruper-Tor-Wall,2,49076,Osnabrück,Niedersachsen,52.27794,8.03763,2019
Natruper-Tor-Wall,2,49076,Osnabrück,Niedersachsen,52.27794,8.03763,2019
Bahnhof Kersbach,0,91301,Forchheim,Bayern,49.685379,11.060848,2019
Hans-Böckler-Str.,1,91301,Forchheim,Bayern,49.705613,11.066103,2019
Steinbühlstraße,0,91301,Forchheim,Bayern,49.716662,11.068242,2019
Äußere Nürnberger Str.,41,91301,Forchheim,Bayern,49.709692,11.061899,2019
Äußere Nürnberger Str.,62,91301,Forchheim,Bayern,49.704443,11.0603,2019
Rheiner Landstraße,215,49078,Osnabrück,Niedersachsen,52.263184,7.971296,2019
Rheiner Landstraße,215,49078,Osnabrück,Niedersachsen,52.263184,7.971296,2019
Natruper-Tor-Wall,2,49076,Osnabrück,Niedersachsen,52.278258,8.037218,2019
Albert-Einstein-Straße,1,49076,Osnabrück,Niedersachsen,52.287949,8.018689,2019
In den Rotwiesen,20,69242,Mühlhausen,Baden-Württemberg,49.247084,8.70856,2019
Am Hirtentor,17,91330,Eggolsheim,Bayern,49.7689,11.05647,2019
Am Bahnhof,0,25486,Alveslohe,Schleswig-Holstein,,,2019
Am Bahnhof,0,25486,Alveslohe,Schleswig-Holstein,,,2019
Altenberger Str.,212,48565,Steinfurt,Nordrhein-Westfalen,,,2019
Marktplatz,7,91322,Gräfenberg,Bayern,49.64506,11.24961,2019
Wittekindstraße,2,49074,Osnabrück,Niedersachsen,52.273288,8.050717,2019
Natruper-Tor-Wall,2,49076,Osnabrück,Niedersachsen,52.27794,8.03763,2019
Wasaplatz,0,1219,Dresden,Sachsen,51.028282,13.759738,2019
Wasaplatz,0A,1219,Dresden,Sachsen,51.028282,13.759674,2019
Hauptstraße,93-95,69226,Nußloch,Baden-Württemberg,49.322163,8.696183,2019
Max-Berk-Straße,20,69226,Nußloch,Baden-Württemberg,49.331695,8.684364,2019
Max-Berk-Straße,20,69226,Nußloch,Baden-Württemberg,49.331695,8.684364,2019
Massengasse,0,69226,Nußloch,Baden-Württemberg,49.326159,8.683861,2019
Dohnaer Str.,99 - 101,1219,Dresden,Sachsen,,,2019
Wilkenstraße,1,48496,Hopsten-Halverde,Nordrhein-Westfalen,52.418345,7.668287,2019
Poststraße,4,48496,Hopsten-Schale,Nordrhein-Westfalen,52.445804,7.627193,2019
Marktstr.,4,48496,Hopsten,Nordrhein-Westfalen,52.383656,7.60426,2019
Börnkamp,3,48496,Hopsten,Nordrhein-Westfalen,52.382342,7.595968,2019
Rüschendorfer Str.,4,48496,Hopsten,Nordrhein-Westfalen,52.384926,7.604535,2019
Autobahn,0,69207,Sandhausen,Baden-Württemberg,49.3508,8.632241,2019
Waldstraße,37,69207,Sandhausen,Baden-Württemberg,49.341267,8.650648,2019
Alte Poststraße,9,49074,Osnabrück,Niedersachsen,52.277486,8.054471,2019
Alte Poststraße,9,49074,Osnabrück,Niedersachsen,52.277486,8.054471,2019
Schlosswall,1,49074,Osnabrück,Niedersachsen,52.270872,8.041627,2019
Hannoversche Straße,6,49074,Osnabrück,Niedersachsen,52.264201,8.062141,2019
Am Kamp,62,49074,Osnabrück,Niedersachsen,52.272681,8.045331,2019
Theodor-Heuss-Platz,10,49074,Osnabrück,Niedersachsen,52.27185,8.05975,2019
Theodor-Heuss-Platz,10,49074,Osnabrück,Niedersachsen,52.27185,8.05975,2019
Theodor-Heuss-Platz,10,49074,Osnabrück,Niedersachsen,52.27185,8.05975,2019
Kollegienwall,28,49074,Osnabrück,Niedersachsen,52.27198,8.0516,2019
Lohstraße,9,49074,Osnabrück,Niedersachsen,52.27871,8.04123,2019
Kommenderiestraße,74,49074,Osnabrück,Niedersachsen,52.26823,8.05032,2019
Holtstraße,37,49074,Osnabrück,Niedersachsen,52.26842,8.05474,2019
Kirchplatz,8,91332,Gräfenberg,Bayern,49.644006,11.249953,2019
Hallerstr.,195,74564,Crailsheim,Baden-Württemberg,49.140922,10.033255,2019
Sünte-Rendel-Str.,14,48477,Hörstel,Nordrhein-Westfalen,52.261457,7.627845,2019
Am Torfmoorsee,5,48477,Hörstel,Nordrhein-Westfalen,52.283238,7.571073,2019
Am Markt,8,48477,Hörstel,Nordrhein-Westfalen,52.272531,7.580506,2019
Schulstraße,8,48477,Dreierwalde,Nordrhein-Westfalen,52.333179,7.503528,2019
In den Kistenwiesen,2/1,74564,Crailsheim,Baden-Württemberg,49.142476,10.073061,2019
Jägersburger Str.,4,91330,Bammersdorf,Bayern,49.77004,11.03603,2019
von Steinen Straße,1,58730,Fröndenberg,Nordrhein-Westfalen,,,2019
Ruhrstraße,9,58730,Fröndenberg,Nordrhein-Westfalen,,,2019
Graf-Adolf-Straße,0,58730,Fröndenberg,Nordrhein-Westfalen,,,2019
Kreuzbergstraße,0,91352,Hallerndorf,Bayern,49.75681,10.97678,2019
Kreuzberg,0,91352,Hallerndorf-Schnaid,Bayern,49.7599,10.95522,2019
Von-Seckendorf-Str.,10,91352,Hallerndorf,Bayern,49.761162,10.981606,2019
Grevener Damm,260,48282,Emsdetten,Nordrhein-Westfalen,,,2019
Ulmenweg,7,74579,Fichtenau-Wildenstein,Baden-Württemberg,49.070046,10.208514,2019
Schulstraße,13,74572,Blaufelden,Baden-Württemberg,49.298984,9.971058,2019
Rothermundstraße,1b,1277,Dresden,Sachsen,51.033222,13.78316,2019
Pirnaer Landstr.,248,1259,Dresden,Sachsen,51.00138,13.84321,2019
Am Bahnhof,0,25486,Alveslohe,Schleswig-Holstein,,,2019
Heimstettner Straße,12,85599,Parsdorf,Bayern,,,2019
Marktplatz,1,91346,Muggendorf,Bayern,49.80325,11.26082,2019
Marktplatz,1,91346,Muggendorf,Bayern,49.80325,11.26082,2019
Bürgermeister-Zeiß-Platz,1,91338,Igensdorf,Bayern,49.62071,11.23277,2019
Schloßstraße,0,91336,Heroldsbach,Bayern,49.688076,11.000135,2019
Freisinger Str.,6,85307,Paunzhausen,Bayern,48.474394,11.567628,2019
Weiherstraße,10,91367,Weißenohe,Bayern,49.62851,11.25289,2019
Ehrenbürgstraße,5,91359,Leutenbach,Bayern,49.711,11.1709,2019
Im Gewerbegebiet,15,91355,Hiltpoltstein,Bayern,49.664598,11.313314,2019
Alte Heerstr.,40,69168,Wiesloch,Baden-Württemberg,,,2019
Alte Heerstr.,40,69168,Wiesloch,Baden-Württemberg,,,2019
Riedweg,0,99192,Nesse-Apfelstädt,Thüringen,50.911124,10.913831,2019
Lange Str.,57,99100,Dachwig,Thüringen,51.077133,11.41809,2019
Kirchstraße,22,74597,Stimpfach,Baden-Württemberg,49.060813,10.093059,2019
Hauptstr.,10,74595,Langenburg,Baden-Württemberg,49.253086,9.845822,2019
Untere Hirtenstraße,34,74594,Kreßberg-Waldtann,Baden-Württemberg,49.130957,10.185747,2019
Kolpingstraße,10,48369,Saerbeck,Nordrhein-Westfalen,52.17407,7.635695,2019
Lindenstraße,4,48369,Saerbeck,Nordrhein-Westfalen,52.174255,7.641679,2019
Am Brink,5,48356,Nordwalde,Nordrhein-Westfalen,,,2019
An den Bahngleisen,0,48356,Nordwalde,Nordrhein-Westfalen,52.079804,7.454804,2019
Geschwister- Scholl- Straße,26-28,37351,Dingelstädt,Thüringen,51.315664,10.317084,2019
Bahnhofstraße,79-81,69151,Neckargemünd,Baden-Württemberg,49.392395,8.78007,2019
Holtstraße,37,49074,Osnabrück,Niedersachsen,52.26842,8.05474,2019
Hakenstraße,5,49074,Osnabrück,Niedersachsen,52.275,8.04347,2019
Gerberhof,10,49074,Osnabrück,Niedersachsen,52.28024,8.04245,2019
Gerberhof,10,49074,Osnabrück,Niedersachsen,52.28024,8.04245,2019
Gerberhof,10,49074,Osnabrück,Niedersachsen,52.28024,8.04245,2019
Holler Landstraße,89,26135,Oldenburg,Niedersachsen,53.139903,8.255479,2019
Holler Landstraße,89,26135,Oldenburg,Niedersachsen,53.139903,8.255479,2019
Nordallee,0,85356,München Flughafen,Bayern,,,2019
Nordallee,0,85356,München Flughafen,Bayern,,,2019
Nordallee,0,85356,München Flughafen,Bayern,,,2019
Moosburg Am Stadion,3,85368,Moosburg,Bayern,48.466185,11.928638,2019
Rädelstraße,3,8523,Plauen,Sachsen,,,2019
Rädelstraße,3,8523,Plauen,Sachsen,,,2019
Im Schiff,28,68789,St. Leon-Rot,Baden-Württemberg,49.268633,8.6141,2019
Opelstraße,28,68789,St. Leon-Rot,Baden-Württemberg,49.245399,8.636766,2019
Bremer Heerstraße,261,26135,Oldenburg,Niedersachsen,53.120545,8.255673,2019
Cloppenburger Straße,304,26133,Oldenburg,Niedersachsen,53.111397,8.209158,2019
Bremer Heerstraße,575,26133,Oldenburg,Niedersachsen,53.10683,8.277332,2019
Schillerstraße,30,68775,Ketsch,Baden-Württemberg,49.368575,8.526745,2019
Dorfhainer Str,43,1189,Dresden,Sachsen,51.0179,13.71833,2019
Jakob - Koenen - Straße,2,59174,Kamen,Nordrhein-Westfalen,,,2019
Haseler Weg,1,26125,Oldenburg,Niedersachsen,53.180176,8.231533,2019
Großer Kuhlenweg,36,26125,Oldenburg,Niedersachsen,53.161005,8.241323,2019
Waterender Weg,30a,26123,Oldenburg,Niedersachsen,53.153633,8.247852,2019
An der Bummansburg,1,59192,Bergkamen,Nordrhein-Westfalen,51.651794,7.677368,2019
Im Sack,3,52499,Baesweiler,Nordrhein-Westfalen,50.906661,6.182248,2019
Wildermuthstraße,6,85560,Ebersberg,Bayern,,,2019
Heisenbergstraße,14,85386,Eching,Bayern,48.303782,11.633904,2019
Heisenbergstraße,14,85386,Eching,Bayern,48.303782,11.633904,2019
Mannheimer Str.,131,68723,Schwetzingen,Baden-Württemberg,49.3918,8.56459,2019
Westende,3,68723,Plankstadt,Baden-Württemberg,49.393307,8.582067,2019
Körnerstr.,2,59379,Selm,Nordrhein-Westfalen,51.69179,7.464185,2019
Adenauerpl.,6,59379,Selm,Nordrhein-Westfalen,51.66598,7.470573,2019
Kreisstr.,0,59379,Selm,Nordrhein-Westfalen,51.688718,7.466711,2019
Industriestr.,19,59379,Selm,Nordrhein-Westfalen,51.690471,7.484639,2019
Adenauerpl.,2,59379,Selm,Nordrhein-Westfalen,51.666366,7.469789,2019
Fürstenhof,50,59368,Werne,Nordrhein-Westfalen,,,2019
Am Südbahnhof,40,26725,Emden,Niedersachsen,53.36017,7.21582,2019
Gewerbepark Nord-Ost,3,85560,Ebersberg,Bayern,48.096456,11.964594,2019
Weinstraße,19,86757,Wallerstein,Bayern,48.886888,10.476625,2019
Bahnhofstr.,32-34,52477,Alsdorf,Nordrhein-Westfalen,,,2019
Theodor-Seip-Str.,9,52477,Alsdorf,Nordrhein-Westfalen,50.85886,6.15141,2019
Eschweilerstr.,7,52477,Alsdorf,Nordrhein-Westfalen,50.8586,6.201942,2019
Luisenstr.,12,52477,Alsdorf,Nordrhein-Westfalen,50.873548,6.16472,2019
Luisenstr.,7,52477,Alsdorf,Nordrhein-Westfalen,50.873971,6.16244,2019
Bahnhofstr.,28,52477,Alsdorf,Nordrhein-Westfalen,50.871574,6.159168,2019
Kreisstr.,0,59379,Selm,Nordrhein-Westfalen,51.688718,7.466711,2019
Mannheimer Str.,999,68534,Edingen-Neckarhausen,Baden-Württemberg,49.451351,8.603817,2019
Max-Planck-Straße,5,59423,Unna,Nordrhein-Westfalen,,,2019
Am Markt,5,59439,Holzwickede,Nordrhein-Westfalen,51.502074,7.619157,2019
Bahnhofstraße,21,59439,Holzwickede,Nordrhein-Westfalen,51.504326,7.620922,2019
Carolinenallee,13,59439,Holzwickede,Nordrhein-Westfalen,51.504483,7.616904,2019
