Straße,Hausnummer,Postleitzahl,Ort,Bundesland,latitude,longitude,commissioning_date
Bergstr.,25a,37520,Osterode,Niedersachsen,,,2023
Kornkamp,4,22926,Ahrensburg,Schleswig-Holstein,,,2023
Kornkamp,4,22926,Ahrensburg,Schleswig-Holstein,,,2023
Kornkamp,4,22926,Ahrensburg,Schleswig-Holstein,,,2023
Kurt-Fischer-Str.,7,22926,Ahrensburg,Schleswig-Holstein,,,2023
Kurt-Fischer-Str.,7,22926,Ahrensburg,Schleswig-Holstein,,,2023
Harzstr.,79,37412,Herzberg-Scharzfeld,Niedersachsen,,,2023
Friedrich-Jenner-Str,25,37085,Göttingen,Niedersachsen,51.529654,9.950476,2023
Lauterbach,10,91608,Geslau,Bayern,49.34701,10.32925,2023
Industriestraße,4,91622,Rügland,Bayern,,,2023
Industriestraße,4,91622,Rügland,Bayern,,,2023
Industriestraße,4,91622,Rügland,Bayern,,,2023
Erlbachweg,9,91623,Sachsen b. Ansbach,Bayern,49.28928,10.66432,2023
Rothenburger Straße,13,91625,Schnelldorf,Bayern,49.198856,10.175666,2023
Pastor-Sander-Bogen,63,37083,Göttingen,Niedersachsen,51.509447,9.945494,2023
Elbinger Str.,6,37083,Göttingen,Niedersachsen,51.524575,9.942277,2023
Baukreativstraße,7,91628,Steinsfeld,Bayern,49.444773,10.250558,2023
Baukreativstraße,7,91628,Steinsfeld,Bayern,49.444773,10.250558,2023
Baukreativstraße,7,91628,Steinsfeld,Bayern,49.444773,10.250558,2023
Baukreativstraße,7,91628,Steinsfeld,Bayern,49.444771,10.250571,2023
Kasseler Landstraße,20,37081,Göttingen,Niedersachsen,51.53371,9.90557,2023
Paul-Thiersch-Str.,13-17,4435,Schkeuditz,Sachsen,51.404169,12.197485,2023
Bismarckstraße,17,37441,Bad Sachsa,Niedersachsen,51.599216,10.547338,2023
Pfaffenwiese,1,37441,Bad Sachsa,Niedersachsen,51.59692,10.55097,2023
An der Autobahn ,1,4435,Schkeuditz,Sachsen,,,2023
An der Autobahn ,1,4436,Schkeuditz,Sachsen,,,2023
An der Autobahn ,1,4437,Schkeuditz,Sachsen,,,2023
An der Autobahn ,1,4438,Schkeuditz,Sachsen,,,2023
An der Autobahn ,1,4439,Schkeuditz,Sachsen,,,2023
An der Autobahn ,1,4440,Schkeuditz,Sachsen,,,2023
An der Autobahn ,1,4441,Schkeuditz,Sachsen,,,2023
An der Autobahn ,1,4442,Schkeuditz,Sachsen,,,2023
An der Autobahn ,1,4443,Schkeuditz,Sachsen,,,2023
Hübichweg,0,37539,Bad Grund (Harz),Niedersachsen,,,2023
Athener Str.,3,48455,Bad Bentheim,Niedersachsen,52.321241,7.067512,2023
Athener Str.,3,48455,Bad Bentheim,Niedersachsen,52.321241,7.067512,2023
Schloßstraße,2b,91635,Windelsbach,Bayern,49.39918,10.30064,2023
Kasseler Landstraße,99,37081,Göttingen,Niedersachsen,51.528722,9.891816,2023
Salinenweg,1,37081,Göttingen,Niedersachsen,51.534998,9.908445,2023
Salinenweg,1,37081,Göttingen,Niedersachsen,51.534998,9.908445,2023
Salinenweg,1,37081,Göttingen,Niedersachsen,51.534998,9.908445,2023
Bahnhofsallee,1a,37081,Göttingen,Niedersachsen,51.537697,9.925108,2023
Lutteranger,10,37077,Göttingen,Niedersachsen,,,2023
Den-Haag-Str,2,37079,Göttingen,Niedersachsen,51.562974,9.903356,2023
Holmers Kamp,6,48465,Schüttdorf,Niedersachsen,52.32158,7.241557,2023
Holmers Kamp,6,48465,Schüttdorf,Niedersachsen,52.321616,7.241653,2023
Holmers Kamp,6,48465,Schüttdorf,Niedersachsen,52.321472,7.241642,2023
Holmers Kamp,6,48465,Schüttdorf,Niedersachsen,52.321455,7.241803,2023
Holmers Kamp,6,48465,Schüttdorf,Niedersachsen,52.321324,7.241621,2023
Holmers Kamp,6,48465,Schüttdorf,Niedersachsen,52.321393,7.241836,2023
Albert-Schweitzer-Straße,10,48527,Nordhorn,Niedersachsen,52.443161,7.064545,2023
Lindenweg,25,37079,Göttingen,Niedersachsen,51.553379,9.908362,2023
Am Kauf Park,2,37079,Göttingen,Niedersachsen,51.527435,9.883903,2023
Gartenstraße,1,91639,Wolframs-Eschanbach,Bayern,49.226732,10.720409,2023
Industriestraße,11,91717,Wassertrüdingen,Bayern,49.04642,10.5921,2023
Zum Wiesmet,2,91722,Arberg,Bayern,49.14898,10.6787,2023
Am Sportplatz,2,91732,Merkendorf,Bayern,49.198346,10.700052,2023
Rossplatz,2-3,4509,Delitzsch,Sachsen,51.5256,12.3381,2023
Reinhard-Rube-Str,17,37077,Göttingen,Niedersachsen,51.56362,9.92366,2023
in der Rußbreite,17,37077,Göttingen,Niedersachsen,51.564155,9.979408,2023
Zedernweg,2,37077,Göttingen,Niedersachsen,51.559103,9.941384,2023
Amberger Strasse,45,92289,Ursensollen,Bayern,49.40204,11.44399,2023
Wörter Straße,0,91550,Dinkelsbühl,Bayern,49.06436,10.31136,2023
Kinderloreweg,2,91550,Dinkelsbühl,Bayern,49.064395,10.319956,2023
Luitpoldstraße,25,91550,Dinkelsbühl,Bayern,49.067872,10.329297,2023
Luitpoldstraße,25,91550,Dinkelsbühl,Bayern,49.067872,10.329297,2023
Heininger Str.,33,91550,Dinkelsbühl,Bayern,49.067386,10.34579,2023
Heininger Str.,33,91550,Dinkelsbühl,Bayern,49.067386,10.34579,2023
Heininger Str.,33,91550,Dinkelsbühl,Bayern,49.067386,10.34579,2023
Heininger Str.,33,91550,Dinkelsbühl,Bayern,49.067386,10.34579,2023
Triesdorf Bahnhof,5,91732,Merkendorf,Bayern,49.200934,10.678754,2023
Rathausstraße,34,91734,Mitteleschenbach,Bayern,49.207534,10.803863,2023
Weidenbacher Str.,23,91737,Ornbau,Bayern,49.178983,10.655263,2023
Am Anger,1,91737,Ornbau,Bayern,49.16891,10.65805,2023
Schulstr.,7,91744,Weiltingen,Bayern,49.036011,10.454196,2023
Ringstraße,2,91746,Weidenbach,Bayern,49.199235,10.645739,2023
Ringstraße,4,91746,Weidenbach,Bayern,49.19892,10.64648,2023
Emmy-Noether-Straße,3,63755,Alzenau,Bayern,50.093563,9.056758,2023
Industriegebiet Süd,5,63755,Alzenau-Hörstein,Bayern,50.047624,9.047292,2023
Otto-Schmidt-Str.,6a,4425,Leipzig-Taucha,Sachsen,51.36988,12.47765,2023
Lange Straße,58,48529,Nordhorn,Niedersachsen,52.43985,7.07045,2023
Frensdorfer Ring,1,48529,Nordhorn,Niedersachsen,52.43094,7.063898,2023
Theodor Heuss Str.,39,37075,Göttingen,Niedersachsen,51.550552,9.934906,2023
An der Autobahn ,1,4444,Schkeuditz,Sachsen,,,2023
An der Autobahn ,1,4445,Schkeuditz,Sachsen,,,2023
An der Autobahn ,1,4446,Schkeuditz,Sachsen,,,2023
An der Autobahn ,1,4447,Schkeuditz,Sachsen,,,2023
An der Autobahn ,1,4448,Schkeuditz,Sachsen,,,2023
An der Autobahn ,1,4449,Schkeuditz,Sachsen,,,2023
An der Autobahn ,1,4450,Schkeuditz,Sachsen,,,2023
Dr.-Helmut-Schreyer-Straße,12,4509,Delitzsch,Sachsen,51.510619,12.338226,2023
Aschaffenburger Straße,32,63768,Hösbach,Bayern,,,2023
Nikolausbergerweg,67,37073,Göttingen,Niedersachsen,51.542131,9.94748,2023
Humboldtallee,8,37073,Göttingen,Niedersachsen,51.540884,9.941892,2023
An der Lutter,22,37075,Göttingen,Niedersachsen,51.555916,9.940469,2023
An der Lutter,22,37075,Göttingen,Niedersachsen,51.555916,9.940469,2023
Karl-Braun-Str.,2,48531,Nordhorn,Niedersachsen,52.465303,7.156243,2023
Lingener Str.,103,48531,Nordhorn,Niedersachsen,52.440911,7.084369,2023
Lingener Str.,103,48531,Nordhorn,Niedersachsen,52.440915,7.084262,2023
Karl-Braun-Str.,3,48531,Nordhorn,Niedersachsen,52.465836,7.155472,2023
Karl-Braun-Str.,3,48531,Nordhorn,Niedersachsen,52.465836,7.155472,2023
Karl-Braun-Str.,3,48531,Nordhorn,Niedersachsen,52.465836,7.155472,2023
Amberger Straße,28,92280,Kastl,Bayern,49.366746,11.685634,2023
Amberger Straße,28,92280,Kastl,Bayern,49.366714,11.685542,2023
Leipziger Str.,129,4425,Taucha,Sachsen,51.372131,12.474987,2023
Ernst-Heinkel-Straße,2,48531,Nordhorn,Niedersachsen,,,2023
Heseper Weg,110,48531,Nordhorn,Niedersachsen,,,2023
Heseper Weg,110,48531,Nordhorn,Niedersachsen,,,2023
Lingener Strasse,121,48531,Nordhorn,Niedersachsen,,,2023
Lingener Strasse,121,48531,Nordhorn,Niedersachsen,,,2023
Amberger Straße,32,92253,Schnaittenbach,Bayern,49.546468,11.993483,2023
Leinbergstraße,16,92262,Schwend,Bayern,,,2023
Leinbergstraße,16,92262,Schwend,Bayern,,,2023
Leinbergstraße,16,92262,Schwend,Bayern,,,2023
Messerschmittstraße,1,92263,Ebermannsdorf,Bayern,49.396522,11.985873,2023
Bentheimer Str.,243 245,48529,Nordhorn,Niedersachsen,52.414701,7.085571,2023
Aschaffstrasse,1,63773,Goldbach,Bayern,49.99932,9.1925,2023
Aschaffstraße,1,63773,Goldbach,Bayern,49.99932,9.1925,2023
Am Wingert,30,63773,Goldbach,Bayern,,,2023
Am Christnersee,4,63796,Kahl am Main,Bayern,50.07689,9.011253,2023
Am Christnersee,4,63796,Kahl am Main,Bayern,50.07689,9.011253,2023
Goethestr.,36 b,63801,Kleinostheim,Bayern,50.003164,9.063651,2023
Saaläckerstraße,2A,63801,Kleinostheim,Bayern,,,2023
Saaläckerstraße,2A,63801,Kleinostheim,Bayern,,,2023
Saaläckerstraße,2A,63801,Kleinostheim,Bayern,,,2023
Boschstr.,7,49835,Wietmarschen,Niedersachsen,52.482563,7.218212,2023
Boschstr.,7,49835,Wietmarschen,Niedersachsen,52.482547,7.218148,2023
Boschstr.,7,49835,Wietmarschen,Niedersachsen,52.482555,7.218187,2023
Boschstr.,7,49835,Wietmarschen,Niedersachsen,52.48254,7.218117,2023
Benzstraße,6,49835,Wietmarschen,Niedersachsen,52.482842,7.218191,2023
Vilstalstr.,82,92245,Kümmersbruck,Bayern,,,2023
Vilstalstr.,82,92245,Kümmersbruck,Bayern,,,2023
Vilstalstr.,82,92245,Kümmersbruck,Bayern,,,2023
Ernst-Heinkel-Straße,2,48531,Nordhorn,Niedersachsen,,,2023
Ernst-Heinkel-Straße,2,48531,Nordhorn,Niedersachsen,,,2023
Ernst-Heinkel-Straße,2,48531,Nordhorn,Niedersachsen,,,2023
Carl-Benz-Straße,1,84579,Unterneukirchen,Bayern,,,2023
Benzstr.,5,49835,Wietmarschen,Niedersachsen,52.4822,7.21729,2023
Benzstr.,5,49835,Wietmarschen,Niedersachsen,52.4822,7.21729,2023
Robert-Bosch-Str.,8,49843,Uelsen,Niedersachsen,,,2023
Robert Bosch Straße,8,49843,Uelsen,Niedersachsen,,,2023
Bahnhofstraße,7,49846,Hoogstede,Niedersachsen,,,2023
Carl-Benz-Straße,1,84579,Unterneukirchen,Bayern,,,2023
Schulwiesen,1,91249,Weigendorf,Bayern,49.498943,11.567161,2023
Rosenberger Str.,17,92237,Sulzbach-Rosenberg,Bayern,49.50395,11.745047,2023
Rosenberger Str.,17,92237,Sulzbach-Rosenberg,Bayern,49.503929,11.744908,2023
Industriestr.,14,92237,Sulzbach-Rosenberg,Bayern,,,2023
Boschstr.,7,49835,Wietmarschen,Niedersachsen,52.482448,7.21797,2023
Boschstr.,7,49835,Wietmarschen,Niedersachsen,52.482512,7.217925,2023
Sieker Landstraße,235,22927,Großhansdorf,Schleswig-Holstein,53.644259,10.278794,2023
Beimoorweg,180,22927,Großhansdorf,Schleswig-Holstein,53.678613,10.299855,2023
Mauerberger Straße,2,84579,Unterneukirchen,Bayern,,,2023
Mauerberger Straße,2,84579,Unterneukirchen,Bayern,,,2023
Mauerberger Straße,2,84579,Unterneukirchen,Bayern,,,2023
Mauerberger Straße,2,84579,Unterneukirchen,Bayern,,,2023
Mauerberger Straße,2,84579,Unterneukirchen,Bayern,,,2023
Carl-Benz-Straße,1,84579,Unterneukirchen,Bayern,,,2023
Carl-Benz-Straße,1,84579,Unterneukirchen,Bayern,,,2023
Carl-Benz-Straße,1,84579,Unterneukirchen,Bayern,,,2023
Carl-Benz-Straße,1,84579,Unterneukirchen,Bayern,,,2023
Saaläckerstraße,2A,63801,Kleinostheim,Bayern,,,2023
Triftstrasse,11,34355,Staufenberg-Lutterberg,Niedersachsen,,,2023
Triftstrasse,11,34355,Staufenberg-Lutterberg,Niedersachsen,,,2023
Triftstrasse,11,34355,Staufenberg-Lutterberg,Niedersachsen,,,2023
Triftstrasse,11,34355,Staufenberg-Lutterberg,Niedersachsen,,,2023
Triftstrasse,11,34355,Staufenberg-Lutterberg,Niedersachsen,,,2023
Triftstrasse,11,34355,Staufenberg-Lutterberg,Niedersachsen,,,2023
Triftstrasse,11,34355,Staufenberg-Lutterberg,Niedersachsen,,,2023
Triftstrasse,11,34355,Staufenberg-Lutterberg,Niedersachsen,,,2023
Maschmühlenweg,19-21,37073,Göttingen,Niedersachsen,51.540427,9.930165,2023
Maschmühlenweg,19-21,37073,Göttingen,Niedersachsen,51.540427,9.930165,2023
Maschmühlenweg,19-21,37073,Göttingen,Niedersachsen,51.540427,9.930165,2023
Schloßplatz,0,34346,Hann. Münden,Niedersachsen,51.4177,9.65353,2023
klosterhof,24,34346,Hann. Münden,Niedersachsen,,,2023
Triftstrasse,11,34355,Staufenberg-Lutterberg,Niedersachsen,,,2023
Triftstrasse,11,34355,Staufenberg-Lutterberg,Niedersachsen,,,2023
Scheibelbergstr.,3,84561,Mehring,Bayern,48.18161,12.78137,2023
Hohenwart,8,84561,Mehring,Bayern,,,2023
Hohenwart,8,84561,Mehring,Bayern,,,2023
Schulstr.,57,31789,Hameln,Niedersachsen,,,2023
Europa-Platz,1,31812,Bad Pyrmont,Niedersachsen,51.980727,9.251185,2023
Grießemer Str.,3,31812,Bad Pyrmont,Niedersachsen,51.98636,9.23419,2023
Siemensstraße,1,31812,Bad Pyrmont,Niedersachsen,,,2023
Am Schellenhof,1,31812,Bad Pyrmont,Niedersachsen,,,2023
Grub,2,84568,Pleiskirchen,Bayern,,,2023
Alte Heerstraße,21,31863,Coppenbrügge,Niedersachsen,52.116076,9.556277,2023
Braumeisterstr.,5,84524,Neuötting,Bayern,48.242524,12.709629,2023
Nagelschmiedstraße,6,84524,Neuötting,Bayern,48.242017,12.707298,2023
Karrerweg,14,84547,Emmerting,Bayern,48.19941,12.7668,2023
Karrerweg,14,84547,Emmerting,Bayern,48.19941,12.7668,2023
Karrerweg,14,84547,Emmerting,Bayern,48.19941,12.7668,2023
Karrerweg,14,84547,Emmerting,Bayern,48.19941,12.7668,2023
Straßdorfen,4A,84556,Kastl,Bayern,,,2023
Kirchstraße,2,9648,Altmittweida,Sachsen,50.965092,12.946985,2023
Schillerstraße,1,9648,Mittweida,Sachsen,50.985566,12.972501,2023
Chemnitzer Straße,39Z,9648,Mittweida,Sachsen,,,2023
Dreiwerdener Weg,1,9648,Mittweida,Sachsen,,,2023
Bahnhofstraße,9,84518,Garching an der Alz,Bayern,48.131062,12.572617,2023
Rathausplatz,1,84518,Garching a.d.Alz,Bayern,48.131235,12.582471,2023
Berliner Straße,24,84524,Neuötting,Bayern,48.246733,12.68812,2023
Lange Str.,40,31848,Bad Münder am Deister,Niedersachsen,52.196383,9.465471,2023
Lange Str.,40,31848,Bad Münder am Deister,Niedersachsen,52.196383,9.465471,2023
Am Stadtbahnhof,11,31848,Bad Münder am Deister,Niedersachsen,52.192495,9.454579,2023
Alte Heerstraße,21,31863,Coppenbrügge,Niedersachsen,52.116016,9.556379,2023
Triftstrasse,11,34355,Staufenberg-Lutterberg,Niedersachsen,,,2023
Triftstrasse,11,34355,Staufenberg-Lutterberg,Niedersachsen,,,2023
Triftstrasse,11,34355,Staufenberg-Lutterberg,Niedersachsen,,,2023
Triftstrasse,11,34355,Staufenberg-Lutterberg,Niedersachsen,,,2023
Triftstrasse,11,34355,Staufenberg-Lutterberg,Niedersachsen,,,2023
Triftstrasse,11,34355,Staufenberg-Lutterberg,Niedersachsen,,,2023
Saaläckerstraße,2A,63801,Kleinostheim,Bayern,,,2023
Saaläckerstraße,2A,63801,Kleinostheim,Bayern,,,2023
Saaläckerstraße,2A,63801,Kleinostheim,Bayern,,,2023
Saaläckerstraße,2A,63801,Kleinostheim,Bayern,,,2023
Saaläckerstraße,2A,63801,Kleinostheim,Bayern,,,2023
Saaläckerstraße,2A,63801,Kleinostheim,Bayern,,,2023
Saaläckerstraße,2A,63801,Kleinostheim,Bayern,,,2023
Saaläckerstraße,2A,63801,Kleinostheim,Bayern,,,2023
Saaläckerstraße,2A,63801,Kleinostheim,Bayern,,,2023
Saaläckerstraße,2A,63801,Kleinostheim,Bayern,,,2023
Am Redder 2,2,22941,Bargteheide,Schleswig-Holstein,53.4312,10.16336,2023
Winsener Str.,23,21217,Hanstedt,Niedersachsen,,,2023
Hafertwiete,27,21218,Seevetal,Niedersachsen,53.40644,9.98068,2023
Gustav-Becker-Straße,2,21218,Seevetal,Niedersachsen,53.401465,9.974647,2023
Gustav-Becker-Straße,2,21218,Seevetal,Niedersachsen,53.401465,9.974646,2023
Gustav-Becker-Str.,21,21218,Seevetal,Niedersachsen,53.401445,9.974642,2023
Ohlendorfer Str.,3,21220,Seevetal,Niedersachsen,53.343327,10.030196,2023
Saaläckerstraße,2A,63801,Kleinostheim,Bayern,,,2023
Saaläckerstraße,2A,63801,Kleinostheim,Bayern,,,2023
Industriestraße Ost,10,63808,Haibach,Bayern,49.962709,9.191248,2023
Feuerwehrstrasse,12,63811,Stockstadt am Main,Bayern,49.978057,9.06129,2023
Am Hebersfeld,3,38723,Seesen - Mechtshausen,Niedersachsen,,,2023
Questenbergweg,1,34346,Hann. Münden,Niedersachsen,51.420107,9.653924,2023
Feuerwehrstrasse,12,63811,Stockstadt am Main,Bayern,49.978057,9.06129,2023
Kreuzäcker Ring,16,63814,Mainaschaff,Bayern,49.983835,9.104533,2023
Omersbacher Weg,1,63826,Geiselbach,Bayern,50.11825,9.20124,2023
Raiffeisengasse,4,63846,Laufach,Bayern,50.01189,9.296472,2023
Am Zainer Berg,2,38723,Seesen,Niedersachsen,,,2023
Am Zainer Berg,2,38723,Seesen,Niedersachsen,,,2023
Am Zainer Berg,2,38723,Seesen,Niedersachsen,,,2023
Am Zainer Berg,2,38723,Seesen,Niedersachsen,,,2023
Am Zainer Berg,2,38723,Seesen,Niedersachsen,,,2023
Am Zainer Berg,2,38723,Seesen,Niedersachsen,,,2023
Turnstr.,9-13,84518,Garching an der Alz,Bayern,48.132245,12.580337,2023
Turnstraße,9-13,84518,Garching an der Alz,Bayern,48.132282,12.580384,2023
Turnstraße,9-13,84518,Garching an der Alz,Bayern,48.132311,12.58044,2023
Bahnhofstraße,9,84518,Garching an der Alz,Bayern,48.13096,12.572605,2023
Bahnhofstraße,9,84518,Garching an der Alz,Bayern,48.131014,12.57261,2023
Am Zainer Berg,2,38723,Seesen,Niedersachsen,,,2023
Am Zainer Berg,2,38723,Seesen,Niedersachsen,,,2023
Am Zainer Berg,2,38723,Seesen,Niedersachsen,,,2023
Am Zainer Berg,2,38723,Seesen,Niedersachsen,,,2023
Am Zainer Berg,2,38723,Seesen,Niedersachsen,,,2023
Am Zainer Berg,2,38723,Seesen,Niedersachsen,,,2023
Am Zainer Berg,2,38723,Seesen,Niedersachsen,,,2023
Drakenpfuhl,12,38723,Seesen,Niedersachsen,,,2023
Drakenpfuhl,12,38723,Seesen,Niedersachsen,,,2023
St.-Annen-Straße,3,38723,Seesen,Niedersachsen,,,2023
Thüringer Str.,19,38723,Seesen,Niedersachsen,51.848805,10.180709,2023
Bahnhofsplatz,2,38723,Seesen,Niedersachsen,51.888067,10.172877,2023
Am Zainer Berg,2,38723,Seesen,Niedersachsen,,,2023
Am Zainer Berg,2,38723,Seesen,Niedersachsen,,,2023
Am Zainer Berg,2,38723,Seesen,Niedersachsen,,,2023
Höhenstr.,20,63857,Waldaschaff,Bayern,49.976201,9.30112,2023
Dorfstr.,1,22889,Tangstedt,Schleswig-Holstein,53.728746,10.077777,2023
Wulksfelder Damm,15,22889,Tangstedt,Schleswig-Holstein,,,2023
Hamburger Straße,159,22926,Ahrensburg,Schleswig-Holstein,53.663758,10.221137,2023
Karl-Reinecke-Weg,33,38707,Altenau,Niedersachsen,51.83256,10.291952,2023
Schultal,4a,38707,Altenau,Niedersachsen,51.80527,10.33287,2023
Dultplatz,2,84503,Altötting,Bayern,48.222915,12.680214,2023
Vinzenz-von-Paul-Straße,8,84503,Altötting,Bayern,48.235,12.67602,2023
Vinzenz-von-Paul-Straße,8,84503,Altötting,Bayern,48.235,12.67602,2023
Vinzenz-von-Paul-Straße,8,84503,Altötting,Bayern,48.235,12.67602,2023
InnKlinikum Altötting,8,84503,Altötting,Bayern,48.23231,12.6749,2023
InnKlinikum Altötting,8,84503,Altötting,Bayern,48.23231,12.6749,2023
Buchholzer Landstraße,66,21244,Buchholz in der Nordheide,Niedersachsen,53.286385,9.870998,2023
Buchholzer Landstraße,66,21244,Buchholz in der Nordheide,Niedersachsen,53.286385,9.870998,2023
Bahnhofsweg,1A,21244,Buchholz,Niedersachsen,53.285894,9.870714,2023
InnKlinikum Altötting,8,84503,Altötting,Bayern,48.23231,12.6749,2023
Burghauser Str.,83-85,84503,Altötting,Bayern,48.221468,12.690965,2023
Bahnhofstr.,8,38709,Wildemann,Niedersachsen,51.822729,10.278745,2023
Hindenburgstr.,33,38709,Wildemann,Niedersachsen,51.827861,10.278107,2023
Werner-Wenzel-Straße,1,63869,Heigenbrücken,Bayern,,,2023
Raststätte Spessart Nord,0,63879,Weibersbrunn,Bayern,49.898259,9.394119,2023
Karl-Röhrig-Strasse,5a,38700,Braunlage,Niedersachsen,50.73613,10.61082,2023
Geißleinweg,8,21244,Buchholz in der Nordheide,Niedersachsen,53.339671,9.886673,2023
Berliner Platz,1,84489,Burghausen,Bayern,,,2023
Tittmonninger Straße,4,84490,Burghausen,Bayern,,,2023
Franz-Alexander-Straße,0,84491,Burghausen,Bayern,,,2023
Marienstraße,9,84503,Altötting,Bayern,48.225541,12.674344,2023
Kolbergstraße,6,84503,Altötting,Bayern,48.224553,12.673028,2023
Kolbergstraße,6,84503,Altötting,Bayern,48.224553,12.673028,2023
Kolbergstraße,6,84503,Altötting,Bayern,48.224553,12.673028,2023
Kolbergstraße,6,84503,Altötting,Bayern,48.224553,12.673028,2023
